"","X","id","name","address","city","state","zip","telephone","type","status","population","county","country","lat","long","naics_code","naics_desc","source","sourcedate","val_date","website","alt_name","owner","beds","trauma","helipad","overall_type","tot_res","tot_staff","excess_bed","medicaidid","medicareid","state_lic","sourcetype","emergtitle","emergtel","emergext","st_vendor","st_version","geoprec","phoneloc","qc_qa","ucaoa_id","ny_metro"
"1347",96591,3400168,"Cedar Crest/Mountainview Gardens","4 Cedar Crest Village Drive","Pompton Plains","NJ",7444,"(973) 831-3546","Assisted Care","open",92,"Morris","USA",40.98511,-74.32652,623312,"Assisted Living Facilities For The Elderly","http://web.doh.state.nj.us/apps2/healthfacilities/fsFacilityList.aspx","2018-02-02T00:00:00.000Z","2017-12-30T00:00:00.000Z",NA,NA,"Nonprofit - Corporation",92,NA,NA,"nursing home",NA,NA,NA,NA,NA,"60A011","Assisted Living Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1348",96592,3400029,"Andover Subacute And Rehabilitation Ii","99 Mulford Road","Andover","NJ",7821,"(973) 383-6200","Nursing Home","open",543,"Sussex","USA",41.04662,-74.7005,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","http://web.doh.state.nj.us/apps2/healthfacilities/fsFacilityList.aspx","2018-02-02T00:00:00.000Z","2017-12-30T00:00:00.000Z",NA,NA,"Profit - Corporation",543,NA,NA,"nursing home",NA,NA,NA,NA,NA,"61901","Long Term Care Facility",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1349",96593,3400528,"Troy Hills Center","200 Reynolds Ave","Parsippany","NJ",7054,"(973) 887-8080","Nursing Home","open",130,"Morris","USA",40.84829,-74.40243,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","http://web.doh.state.nj.us/apps2/healthfacilities/fsFacilityList.aspx","2018-02-02T00:00:00.000Z","2017-12-30T00:00:00.000Z",NA,NA,"Profit - Llc",130,NA,NA,"nursing home",NA,NA,NA,NA,NA,"61416","Long Term Care Facility",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1350",96594,3400417,"Saint Anne Villa","190 Park Avenue","Florham Park","NJ",7932,"(973) 867-1514","Assisted Care","open",21,"Morris","USA",40.78739,-74.43173,623312,"Assisted Living Facilities For The Elderly","http://web.doh.state.nj.us/apps2/healthfacilities/fsFacilityList.aspx","2018-02-02T00:00:00.000Z","2017-12-30T00:00:00.000Z",NA,NA,"Nonprofit - Religious Affiliation",21,NA,NA,"nursing home",NA,NA,NA,NA,NA,"60A010","Assisted Living Residence",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1351",96903,3400564,"Allaire Rehab & Nursing","115 Dutch Lane Road","Freehold","NJ",7728,"(732) 431-7420","Nursing Home","open",174,"Monmouth","USA",40.27037,-74.26066,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","http://web.doh.state.nj.us/apps2/healthfacilities/fsFacilityDetails.aspx?item=NJ61314","2018-02-02T00:00:00.000Z","2018-09-13T00:00:00.000Z",NA,NA,"Allaire Healthcare Group",174,NA,NA,"nursing home",NA,NA,NA,NA,NA,"61314","Long Term Care",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1352",96905,36642,"Atria Plainview","12 Washington Avenue","Plainview","NY",11803,"(516) 933-0002","Assisted Care","open",99,"Nassau","USA",40.77895,-73.46551,623312,"Assisted Living Facilities For The Elderly","https://health.data.ny.gov/Health/Adult-Care-Facility-Directory/wssx-idhx","2017-12-12T00:00:00.000Z","2018-09-14T00:00:00.000Z",NA,NA,"Atr New York Lh, Inc.",99,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Assisted Living",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1353",96907,36705,"Garden Of Eden Assisted Living Program","1608-1620 Stillwell Avenue","Brooklyn","NY",11223,"(718) 236-5757","Assisted Care","open",201,"Kings","USA",40.60704,-73.98748,623312,"Assisted Living Facilities For The Elderly","https://health.data.ny.gov/Health/Adult-Care-Facility-Directory/wssx-idhx","2017-12-12T00:00:00.000Z","2018-09-18T00:00:00.000Z",NA,NA,"Garden Of Eden Home, Llc",201,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Assisted Living",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1354",96908,36759,"New Haven Manor","1526 New Haven Avenue","Far Rockaway","NY",11691,"(718) 471-7200","Assisted Care","open",123,"Queens","USA",40.59954,-73.74939,623312,"Assisted Living Facilities For The Elderly","https://health.data.ny.gov/Health/Adult-Care-Facility-Directory/wssx-idhx","2017-12-12T00:00:00.000Z","2018-09-19T00:00:00.000Z",NA,NA,"New Haven Manor Home For Adults, Llc",123,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Assisted Living",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1355",96910,36824,"Sunrise Of Glen Cove","39 Forest Avenue","Glen Cove","NY",11542,"(516) 656-0575","Assisted Care","open",111,"Nassau","USA",40.87167,-73.62722,623312,"Assisted Living Facilities For The Elderly","https://health.data.ny.gov/Health/Adult-Care-Facility-Directory/wssx-idhx","2017-12-12T00:00:00.000Z","2018-09-20T00:00:00.000Z",NA,NA,"Gwc-Glen Cove, Inc.",111,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Assisted Living",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1356",96911,36836,"The 80th Street Residence","430 East 80th Street","New York","NY",10075,"(212) 717-8888","Assisted Care","open",70,"New York","USA",40.77214,-73.95069,623312,"Assisted Living Facilities For The Elderly","https://health.data.ny.gov/Health/Adult-Care-Facility-Directory/wssx-idhx","2017-12-12T00:00:00.000Z","2018-09-20T00:00:00.000Z",NA,NA,"Upper East Side Senior Residence, Llc",70,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Assisted Living",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1357",96912,36857,"The Bristal At North Woodmere","477 Hungry Harbor Road","North Woodmere","NY",11581,"(516) 336-2600","Assisted Care","closed",155,"Nassau","USA",40.64385,-73.7235,623312,"Assisted Living Facilities For The Elderly","https://health.data.ny.gov/Health/Adult-Care-Facility-Directory/wssx-idhx","2017-12-12T00:00:00.000Z","2018-09-20T00:00:00.000Z",NA,NA,"Hungry Harbor Care Llc",155,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Assisted Living",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1358",96915,36875,"The New Golden Acres Sp Llc","35 Prospect Street","Spring Valley","NY",10977,"(845) 356-2440","Assisted Care","closed",79,"Rockland","USA",41.11989,-74.03989,623312,"Assisted Living Facilities For The Elderly","https://health.data.ny.gov/Health/Adult-Care-Facility-Directory/wssx-idhx","2017-12-12T00:00:00.000Z","2018-09-20T00:00:00.000Z",NA,NA,"The New Goldern Acres Sp Llc",79,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Assisted Living",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1359",97462,3678,"Carillon Nursing And Rehabilitation Center","830 Park Avenue","Huntington","NY",11743,"(631) 271-5800","Nursing Home","open",315,"Suffolk","USA",40.85588,-73.38878,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://health.data.ny.gov/health/nursing-home-profile/dypu-nabu","2017-12-12T00:00:00.000Z","2017-12-30T00:00:00.000Z",NA,NA,"Proprietary--Llc",315,NA,NA,"nursing home",NA,NA,NA,NA,NA,"5153306N","Residential Health Care",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1360",97463,36169,"Fairview Nursing Care Center Inc","69-70 Grand Central Parkway","Forest Hills","NY",11375,"(718) 263-4600","Nursing Home","open",200,"Queens","USA",40.72467,-73.83828,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://health.data.ny.gov/health/nursing-home-profile/dypu-nabu","2017-12-12T00:00:00.000Z","2017-12-30T00:00:00.000Z",NA,NA,"Proprietary--Business Corporation",200,NA,NA,"nursing home",NA,NA,NA,NA,NA,"7003375N","Residential Health Care",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1361",97464,36231,"Highland Care Center","91-31 175th Street","Jamaica","NY",11432,"(718) 657-6363","Nursing Home","open",320,"Queens","USA",40.70866,-73.78538,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://health.data.ny.gov/health/nursing-home-profile/dypu-nabu","2017-12-12T00:00:00.000Z","2017-12-30T00:00:00.000Z",NA,NA,"Proprietary--Business Corporation",320,NA,NA,"nursing home",NA,NA,NA,NA,NA,"7003363N","Residential Health Care",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1362",97466,36524,"Ten Broeck Commons","One Commons Drive","Lake Katrine","NY",12449,"(845) 336-6666","Nursing Home","open",258,"Ulster","USA",41.99053,-73.9956,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://health.data.ny.gov/health/nursing-home-profile/dypu-nabu","2017-12-12T00:00:00.000Z","2017-12-30T00:00:00.000Z",NA,NA,"Proprietary--Business Corporation",258,NA,NA,"nursing home",NA,NA,NA,NA,NA,"5567301N","Residential Health Care",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1363",97600,3400188,"Continuing Care At Seabrook","3000 Essex Road","Tinton Falls","NJ",7753,"(732) 643-2000","Nursing Home","open",86,"Monmouth","USA",40.23452,-74.08757,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","http://web.doh.state.nj.us/apps2/healthfacilities/fsFacilityList.aspx","2018-02-02T00:00:00.000Z","2017-12-30T00:00:00.000Z",NA,NA,"Nonprofit - Corporation",86,NA,NA,"nursing home",NA,NA,NA,NA,NA,"Q3VL3S","Long Term Care Facility",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1364",97601,3400513,"The Manor","689 West Main St","Freehold","NJ",7728,"(732) 431-5200","Nursing Home","open",123,"Monmouth","USA",40.23797,-74.30914,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","http://web.doh.state.nj.us/apps2/healthfacilities/fsFacilityList.aspx","2018-02-02T00:00:00.000Z","2017-12-30T00:00:00.000Z",NA,NA,"Nonprofit - Corporation",123,NA,NA,"nursing home",NA,NA,NA,NA,NA,"61307","Long Term Care Facility",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1365",97607,3400549,"Westfield Center","1515 Lamberts Mill Road","Westfield","NJ",7090,"(908) 233-9700","Nursing Home","open",227,"Union","USA",40.62673,-74.33143,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","http://web.doh.state.nj.us/apps2/healthfacilities/fsFacilityList.aspx","2018-02-02T00:00:00.000Z","2017-12-30T00:00:00.000Z",NA,NA,"Profit - Llc",227,NA,NA,"nursing home",NA,NA,NA,NA,NA,"62013","Long Term Care Facility",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1366",97609,3400045,"Armenian Nursing And Rehabilitation Center","70 Main Street","Emerson","NJ",7630,"(201) 261-6662","Nursing Home","open",86,"Bergen","USA",40.97464,-74.01893,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","http://web.doh.state.nj.us/apps2/healthfacilities/fsFacilityList.aspx","2018-02-02T00:00:00.000Z","2017-12-30T00:00:00.000Z",NA,NA,"Nonprofit - Corporation",86,NA,NA,"nursing home",NA,NA,NA,NA,NA,"30202","Long Term Care Facility",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1367",97610,3400375,"Oradell Health Care Center","600 Kinderkamack Road","Oradell","NJ",7649,"(201) 967-0002","Nursing Home","open",154,"Bergen","USA",40.96114,-74.03001,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","http://web.doh.state.nj.us/apps2/healthfacilities/fsFacilityList.aspx","2018-02-02T00:00:00.000Z","2017-12-30T00:00:00.000Z",NA,NA,"Profit - Corporation",154,NA,NA,"nursing home",NA,NA,NA,NA,NA,"60234","Long Term Care Facility",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1368",97611,3400501,"The Dwelling Place At Saint Clare's","400 West Blackwell St","Dover","NJ",7801,"(973) 989-3500","Nursing Home","open",25,"Morris","USA",40.88494,-74.57642,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","http://web.doh.state.nj.us/apps2/healthfacilities/fsFacilityList.aspx","2018-02-02T00:00:00.000Z","2017-12-30T00:00:00.000Z",NA,NA,"Profit - Llc",25,NA,NA,"nursing home",NA,NA,NA,NA,NA,"NJ11402L","Long Term Care Facility",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1369",97612,3400343,"Merry Heart Nursing Home","200 Rt 10 West","Succasunna","NJ",7876,"(973) 584-4000","Nursing Home","open",113,"Morris","USA",40.8694,-74.64119,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","http://web.doh.state.nj.us/apps2/healthfacilities/fsFacilityList.aspx","2018-02-02T00:00:00.000Z","2017-12-30T00:00:00.000Z",NA,NA,"Profit - Llc",113,NA,NA,"nursing home",NA,NA,NA,NA,NA,"61410","Long Term Care Facility",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1370",97613,3400367,"New Jersey Firemen's Home","565 Lathrop Ave","Boonton","NJ",7005,"(973) 334-0024","Nursing Home","open",75,"Morris","USA",40.90211,-74.39641,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","http://web.doh.state.nj.us/apps2/healthfacilities/fsFacilityList.aspx","2018-02-02T00:00:00.000Z","2017-12-30T00:00:00.000Z",NA,NA,"Nonprofit - Corporation",75,NA,NA,"nursing home",NA,NA,NA,NA,NA,"61419","Long Term Care Facility",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1371",97614,3400014,"Alaris Health At Harbor View","178-198 Ogden Ave","Jersey City","NJ",7307,"(201) 963-1800","Nursing Home","open",180,"Hudson","USA",40.74049,-74.04527,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","http://web.doh.state.nj.us/apps2/healthfacilities/fsFacilityList.aspx","2018-02-02T00:00:00.000Z","2017-12-30T00:00:00.000Z",NA,NA,"Profit - Corporation",180,NA,NA,"nursing home",NA,NA,NA,NA,NA,"60905","Long Term Care Facility",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1372",97615,3400016,"Alaris Health At Kearny","206 Bergen Ave","Kearny","NJ",7032,"(201) 955-7067","Nursing Home","open",120,"Hudson","USA",40.75788,-74.1491,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","http://web.doh.state.nj.us/apps2/healthfacilities/fsFacilityList.aspx","2018-02-02T00:00:00.000Z","2017-12-30T00:00:00.000Z",NA,NA,"Profit - Llc",120,NA,NA,"nursing home",NA,NA,NA,NA,NA,"10909","Long Term Care Facility",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1373",97918,3400574,"Brandywine Living At Livingston","369 East Mtpleasant Avenue","Livingston","NJ",7039,"(856) 813-2000","Assisted Care","open",150,"Essex","USA",40.79649,-74.29002,623312,"Assisted Living Facilities For The Elderly","http://web.doh.state.nj.us/apps2/healthfacilities/fsFacilityDetails.aspx?item=NJ07A021","2018-02-02T00:00:00.000Z","2018-09-13T00:00:00.000Z",NA,NA,"Brandywine Senior Living At Livingston",150,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Assisted Living",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1374",97919,3400577,"Care One At New Milford","800 River Road","New Milford","NJ",7646,"(201) 967-1700","Nursing Home","open",236,"Bergen","USA",40.92915,-74.02623,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","http://web.doh.state.nj.us/apps2/healthfacilities/fsFacilityDetails.aspx?item=NJ60222","2018-02-02T00:00:00.000Z","2018-09-13T00:00:00.000Z",NA,NA,"800 River Rd. Operating Co. L L C",236,NA,NA,"nursing home",NA,NA,NA,NA,NA,"60222","Long Term Care",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1375",97921,36628,"Assisted Living At Northern Riverview","89 South Route 9w","Haverstraw","NY",10927,"(845) 429-4300","Assisted Care","open",105,"Rockland","USA",41.18889,-73.96222,623312,"Assisted Living Facilities For The Elderly","https://health.data.ny.gov/Health/Adult-Care-Facility-Directory/wssx-idhx","2017-12-12T00:00:00.000Z","2018-09-14T00:00:00.000Z",NA,NA,"Assisted Living At Northern Riverview, Inc.",105,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Assisted Living",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1376",97922,36653,"Boulevard Alp","71-61 159th Street","Flushing","NY",11365,"(718) 969-8102","Assisted Care","closed",239,"Queens","USA",40.72858,-73.80994,623312,"Assisted Living Facilities For The Elderly","https://health.data.ny.gov/Health/Adult-Care-Facility-Directory/wssx-idhx","2017-12-12T00:00:00.000Z","2018-09-14T00:00:00.000Z",NA,NA,"Queens Boulevard Alp Llc",239,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Assisted Living",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1377",97924,36728,"Kings Adult Care Center","2255 Cropsey Avenue","Brooklyn","NY",11214,"(718) 266-5858","Assisted Care","open",200,"Kings","USA",40.59624,-73.99685,623312,"Assisted Living Facilities For The Elderly","https://health.data.ny.gov/Health/Adult-Care-Facility-Directory/wssx-idhx","2017-12-12T00:00:00.000Z","2018-09-18T00:00:00.000Z",NA,NA,"Kings Adult Care Center, Llc",200,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Assisted Living",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1378",97925,36758,"New Gloria's Manor Home For Adults","140 Beach 119th Street","Rockaway Park","NY",11694,"(718) 945-5700","Assisted Care","open",172,"Queens","USA",40.5775,-73.83845,623312,"Assisted Living Facilities For The Elderly","https://health.data.ny.gov/Health/Adult-Care-Facility-Directory/wssx-idhx","2017-12-12T00:00:00.000Z","2018-09-19T00:00:00.000Z",NA,NA,"Gloria's Manor Llc",172,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Assisted Living",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1379",97926,36777,"Oyster Bay Manor","150 South Street","Oyster Bay","NY",11771,"(516) 624-0600","Assisted Care","open",72,"Nassau","USA",40.87104,-73.53147,623312,"Assisted Living Facilities For The Elderly","https://health.data.ny.gov/Health/Adult-Care-Facility-Directory/wssx-idhx","2017-12-12T00:00:00.000Z","2018-09-18T00:00:00.000Z",NA,NA,"Oyster Bay Manor, Inc.",72,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Assisted Living",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1380",97927,36782,"Pearl Garden Manor","36 Locust Avenue","Islip","NY",11751,"(631) 859-3228","Assisted Care","open",26,"Suffolk","USA",40.7304,-73.21324,623312,"Assisted Living Facilities For The Elderly","https://health.data.ny.gov/Health/Adult-Care-Facility-Directory/wssx-idhx","2017-12-12T00:00:00.000Z","2018-09-19T00:00:00.000Z",NA,NA,"Nadi, Habiba",26,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Assisted Living",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1381",97928,36792,"River View Gardens Ny Foundation Ehp #8","4-12 49th Avenue","Long Island City","NY",11101,"(718) 361-8442","Assisted Care","closed",46,"Queens","USA",40.74407,-73.95805,623312,"Assisted Living Facilities For The Elderly","https://health.data.ny.gov/Health/Adult-Care-Facility-Directory/wssx-idhx","2017-12-12T00:00:00.000Z","2018-09-19T00:00:00.000Z",NA,NA,"New York Foundation For Senior Citizens, Inc.",46,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Assisted Living",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1382",97929,36793,"Riverdale Manor Home For Adults","6355 Broadway","Bronx","NY",10471,"(718) 549-3300","Assisted Care","open",256,"Bronx","USA",40.90145,-73.8972,623312,"Assisted Living Facilities For The Elderly","https://health.data.ny.gov/Health/Adult-Care-Facility-Directory/wssx-idhx","2017-12-12T00:00:00.000Z","2018-09-19T00:00:00.000Z",NA,NA,"Elener Associates, Llc",256,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Assisted Living",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1383",97930,36834,"Sutton Gardens, Llc","147-02 34th Avenue","Flushing","NY",11354,"(718) 461-1923","Assisted Care","open",47,"Queens","USA",40.76698,-73.81968,623312,"Assisted Living Facilities For The Elderly","https://health.data.ny.gov/Health/Adult-Care-Facility-Directory/wssx-idhx","2017-12-12T00:00:00.000Z","2018-09-20T00:00:00.000Z",NA,NA,"Sutton Gardens, Llc",47,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Assisted Living",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1384",97931,36872,"The Lake Shore Assisted Living Residence","211 Lake Shore Road","Lake Ronkonkoma","NY",11779,"(631) 585-8800","Assisted Care","open",200,"Suffolk","USA",40.82722,-73.11611,623312,"Assisted Living Facilities For The Elderly","https://health.data.ny.gov/Health/Adult-Care-Facility-Directory/wssx-idhx","2017-12-12T00:00:00.000Z","2018-09-20T00:00:00.000Z",NA,NA,"Lakehaven Equities, Inc.",200,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Assisted Living",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1385",97932,36882,"The Regency At Glen Cove","94 School Street","Glen Cove","NY",11542,"(516) 674-3007","Assisted Care","open",105,"Nassau","USA",40.86715,-73.63027,623312,"Assisted Living Facilities For The Elderly","https://health.data.ny.gov/Health/Adult-Care-Facility-Directory/wssx-idhx","2017-12-12T00:00:00.000Z","2018-09-20T00:00:00.000Z",NA,NA,"National Healthplex, Inc.",105,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Assisted Living",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1386",97933,36892,"Valley Vista Adult Home And Assisted Living Program","141 North Road","Highland","NY",12528,"(845) 691-7400","Assisted Care","open",89,"Ulster","USA",41.73589,-73.96646,623312,"Assisted Living Facilities For The Elderly","https://health.data.ny.gov/Health/Adult-Care-Facility-Directory/wssx-idhx","2017-12-12T00:00:00.000Z","2018-09-20T00:00:00.000Z",NA,NA,"New York Senior Care In The Valley, Llc",89,NA,NA,"nursing home",NA,NA,NA,NA,NA,NA,"Assisted Living",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1387",98446,36191,"Garden Care Center","135 Franklin Avenue","Franklin Square","NY",11010,"(516) 775-2100","Nursing Home","open",150,"Nassau","USA",40.70459,-73.67688,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://health.data.ny.gov/health/nursing-home-profile/dypu-nabu","2017-12-12T00:00:00.000Z","2017-12-30T00:00:00.000Z",NA,NA,"Proprietary--Business Corporation",150,NA,NA,"nursing home",NA,NA,NA,NA,NA,"2950316N","Residential Health Care",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1388",98447,36404,"The Pavilion At Pine Valley","661 N Main St","Spring Valley","NY",10977,"(845) 356-0567","Nursing Home","open",200,"Rockland","USA",41.13686,-74.03969,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://health.data.ny.gov/health/nursing-home-profile/dypu-nabu","2017-12-12T00:00:00.000Z","2017-12-30T00:00:00.000Z",NA,NA,"Proprietary--Llc",200,NA,NA,"nursing home",NA,NA,NA,NA,NA,"4353303N","Residential Health Care",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1389",98450,3636,"Bay Park Center For Nursing And Rehabilitation, Llc","801 Co-Op City Blvd","Bronx","NY",10475,"(718) 239-6500","Nursing Home","open",480,"Bronx","USA",40.87895,-73.82826,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://health.data.ny.gov/health/nursing-home-profile/dypu-nabu","2017-12-12T00:00:00.000Z","2017-12-30T00:00:00.000Z",NA,NA,"Proprietary--Llc",480,NA,NA,"nursing home",NA,NA,NA,NA,NA,"7000389N","Residential Health Care",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1390",98451,36556,"The Riverside","150 Riverside Drive","New York","NY",10024,"(646) 505-3500","Nursing Home","open",520,"New York","USA",40.79065,-73.97915,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://health.data.ny.gov/health/nursing-home-profile/dypu-nabu","2017-12-12T00:00:00.000Z","2017-12-30T00:00:00.000Z",NA,NA,"Proprietary--Llc",520,NA,NA,"nursing home",NA,NA,NA,NA,NA,"7002360N","Residential Health Care",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1391",98452,36298,"Lutheran Augustana Center For Extended Care & Rehabilitation, Inc","5434 Second Avenue","Brooklyn","NY",11204,"(718) 630-6000","Nursing Home","closed",240,"Kings","USA",40.64687,-74.02062,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://health.data.ny.gov/health/nursing-home-profile/dypu-nabu","2017-12-12T00:00:00.000Z","2017-12-30T00:00:00.000Z",NA,NA,"Voluntary--Not For Profit Corporation",240,NA,NA,"nursing home",NA,NA,NA,NA,NA,"7001313N","Residential Health Care",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1392",98453,36408,"Promenade Rehabilitation And Health Care Center","140 Beach 114th Street","Rockaway Park","NY",11694,"(718) 945-4600","Nursing Home","open",240,"Queens","USA",40.57871,-73.8341,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://health.data.ny.gov/health/nursing-home-profile/dypu-nabu","2017-12-12T00:00:00.000Z","2017-12-30T00:00:00.000Z",NA,NA,"Proprietary--Business Corporation",240,NA,NA,"nursing home",NA,NA,NA,NA,NA,"7003386N","Residential Health Care",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1393",98454,36610,"Windsor Park Nursing Home","212-40 Hillside Avenue","Queens Village","NY",11427,"(718) 468-0800","Nursing Home","open",70,"Queens","USA",40.72518,-73.75276,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://health.data.ny.gov/health/nursing-home-profile/dypu-nabu","2017-12-12T00:00:00.000Z","2017-12-30T00:00:00.000Z",NA,NA,"Proprietary--Business Corporation",70,NA,NA,"nursing home",NA,NA,NA,NA,NA,"7003357N","Residential Health Care",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1394",98455,36424,"Resort Nursing Home","430 Beach 68th Street","Arverne","NY",11692,"(718) 474-5200","Nursing Home","open",280,"Queens","USA",40.59366,-73.79661,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://health.data.ny.gov/health/nursing-home-profile/dypu-nabu","2017-12-12T00:00:00.000Z","2017-12-30T00:00:00.000Z",NA,NA,"Proprietary--Individual",280,NA,NA,"nursing home",NA,NA,NA,NA,NA,"7003330N","Residential Health Care",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
"1395",98457,36354,"North Shore-Lij Stern Family Center For Rehabilitation","300 Community Drive","Manhasset","NY",11030,"(516) 562-8000","Nursing Home","closed",256,"Nassau","USA",40.77778,-73.70145,623110,"Nursing Care Facilities (Skilled Nursing Facilities)","https://health.data.ny.gov/health/nursing-home-profile/dypu-nabu","2017-12-12T00:00:00.000Z","2017-12-30T00:00:00.000Z",NA,NA,"Voluntary--Not For Profit Corporation",256,NA,NA,"nursing home",NA,NA,NA,NA,NA,"2951305N","Residential Health Care",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y"
