"","X","drg_definition","id.x","name","address","city","state","zip","hospital_referral_region_hrr_description","total_discharges","average_covered_charges","average_total_payments","average_medicare_payments","county","ny_metro"
"6491",122952,"536 - Fractures Of Hip & Pelvis W/O Mcc",330158,"Good Samaritan Hospital Of Suffern","255 LAFAYETTE AVENUE","Suffern","NY",10901,"NJ - Ridgewood",18,47969.67,5845.67,4752.11,"Rockland","Y"
"6492",122953,"543 - Pathological Fractures & Musculoskelet & Conn Tiss Malig W Cc",330158,"Good Samaritan Hospital Of Suffern","255 LAFAYETTE AVENUE","Suffern","NY",10901,"NJ - Ridgewood",12,46873.58,8701,7609,"Rockland","Y"
"6493",122954,"552 - Medical Back Problems W/O Mcc",330158,"Good Samaritan Hospital Of Suffern","255 LAFAYETTE AVENUE","Suffern","NY",10901,"NJ - Ridgewood",29,52593.28,7214.69,5643.31,"Rockland","Y"
"6494",122955,"580 - Other Skin, Subcut Tiss & Breast Proc W Cc",330158,"Good Samaritan Hospital Of Suffern","255 LAFAYETTE AVENUE","Suffern","NY",10901,"NJ - Ridgewood",13,108609,12794.69,11487.31,"Rockland","Y"
"6495",122956,"602 - Cellulitis W Mcc",330158,"Good Samaritan Hospital Of Suffern","255 LAFAYETTE AVENUE","Suffern","NY",10901,"NJ - Ridgewood",23,70351.17,11566.74,9449.22,"Rockland","Y"
"6496",122957,"603 - Cellulitis W/O Mcc",330158,"Good Samaritan Hospital Of Suffern","255 LAFAYETTE AVENUE","Suffern","NY",10901,"NJ - Ridgewood",91,49558.23,6917.87,5628.07,"Rockland","Y"
"6497",122958,"617 - Amputat Of Lower Limb For Endocrine,Nutrit,& Metabol Dis W Cc",330158,"Good Samaritan Hospital Of Suffern","255 LAFAYETTE AVENUE","Suffern","NY",10901,"NJ - Ridgewood",11,102881.82,24433.45,10130.91,"Rockland","Y"
"6498",122959,"638 - Diabetes W Cc",330158,"Good Samaritan Hospital Of Suffern","255 LAFAYETTE AVENUE","Suffern","NY",10901,"NJ - Ridgewood",23,60155.09,7576.65,5510.74,"Rockland","Y"
"6499",122960,"640 - Misc Disorders Of Nutrition,Metabolism,Fluids/Electrolytes W Mcc",330158,"Good Samaritan Hospital Of Suffern","255 LAFAYETTE AVENUE","Suffern","NY",10901,"NJ - Ridgewood",28,60770.79,8946.57,7467.82,"Rockland","Y"
"6500",122961,"641 - Misc Disorders Of Nutrition,Metabolism,Fluids/Electrolytes W/O Mcc",330158,"Good Samaritan Hospital Of Suffern","255 LAFAYETTE AVENUE","Suffern","NY",10901,"NJ - Ridgewood",41,52837.51,6050.32,4797.46,"Rockland","Y"
"6501",122962,"682 - Renal Failure W Mcc",330158,"Good Samaritan Hospital Of Suffern","255 LAFAYETTE AVENUE","Suffern","NY",10901,"NJ - Ridgewood",55,85487.04,11884.96,10716.09,"Rockland","Y"
"6502",122963,"683 - Renal Failure W Cc",330158,"Good Samaritan Hospital Of Suffern","255 LAFAYETTE AVENUE","Suffern","NY",10901,"NJ - Ridgewood",84,53999.46,7496.55,6267.44,"Rockland","Y"
"6503",122964,"689 - Kidney & Urinary Tract Infections W Mcc",330158,"Good Samaritan Hospital Of Suffern","255 LAFAYETTE AVENUE","Suffern","NY",10901,"NJ - Ridgewood",42,66404.93,8521.05,7589.07,"Rockland","Y"
"6504",122965,"690 - Kidney & Urinary Tract Infections W/O Mcc",330158,"Good Samaritan Hospital Of Suffern","255 LAFAYETTE AVENUE","Suffern","NY",10901,"NJ - Ridgewood",81,47736.53,6321.07,5255,"Rockland","Y"
"6505",122966,"694 - Urinary Stones W/O Esw Lithotripsy W/O Mcc",330158,"Good Samaritan Hospital Of Suffern","255 LAFAYETTE AVENUE","Suffern","NY",10901,"NJ - Ridgewood",11,68809.18,6055.18,4981,"Rockland","Y"
"6506",122967,"698 - Other Kidney & Urinary Tract Diagnoses W Mcc",330158,"Good Samaritan Hospital Of Suffern","255 LAFAYETTE AVENUE","Suffern","NY",10901,"NJ - Ridgewood",27,81890.78,13166.56,11323.96,"Rockland","Y"
"6507",122968,"699 - Other Kidney & Urinary Tract Diagnoses W Cc",330158,"Good Samaritan Hospital Of Suffern","255 LAFAYETTE AVENUE","Suffern","NY",10901,"NJ - Ridgewood",18,57114.17,8139.39,7122.06,"Rockland","Y"
"6508",122969,"811 - Red Blood Cell Disorders W Mcc",330158,"Good Samaritan Hospital Of Suffern","255 LAFAYETTE AVENUE","Suffern","NY",10901,"NJ - Ridgewood",23,92192.26,11850.65,11223.74,"Rockland","Y"
"6509",122970,"812 - Red Blood Cell Disorders W/O Mcc",330158,"Good Samaritan Hospital Of Suffern","255 LAFAYETTE AVENUE","Suffern","NY",10901,"NJ - Ridgewood",30,76456.6,6953.23,5862.17,"Rockland","Y"
"6510",122971,"813 - Coagulation Disorders",330158,"Good Samaritan Hospital Of Suffern","255 LAFAYETTE AVENUE","Suffern","NY",10901,"NJ - Ridgewood",21,108044.48,15837.71,14961.71,"Rockland","Y"
"6511",122972,"853 - Infectious & Parasitic Diseases W O.r. Procedure W Mcc",330158,"Good Samaritan Hospital Of Suffern","255 LAFAYETTE AVENUE","Suffern","NY",10901,"NJ - Ridgewood",39,222655.87,38465.85,37223.82,"Rockland","Y"
"6512",122973,"862 - Postoperative & Post-Traumatic Infections W Mcc",330158,"Good Samaritan Hospital Of Suffern","255 LAFAYETTE AVENUE","Suffern","NY",10901,"NJ - Ridgewood",14,92887.14,14392.79,12300,"Rockland","Y"
"6513",122974,"870 - Septicemia Or Severe Sepsis W Mv >96 Hours",330158,"Good Samaritan Hospital Of Suffern","255 LAFAYETTE AVENUE","Suffern","NY",10901,"NJ - Ridgewood",51,233244.41,43885.39,41219.1,"Rockland","Y"
"6514",122975,"871 - Septicemia Or Severe Sepsis W/O Mv >96 Hours W Mcc",330158,"Good Samaritan Hospital Of Suffern","255 LAFAYETTE AVENUE","Suffern","NY",10901,"NJ - Ridgewood",527,98014,13846.31,12906.8,"Rockland","Y"
"6515",122976,"872 - Septicemia Or Severe Sepsis W/O Mv >96 Hours W/O Mcc",330158,"Good Samaritan Hospital Of Suffern","255 LAFAYETTE AVENUE","Suffern","NY",10901,"NJ - Ridgewood",124,61141.67,8141.76,6879.6,"Rockland","Y"
"6516",122977,"894 - Alcohol/Drug Abuse Or Dependence, Left Ama",330158,"Good Samaritan Hospital Of Suffern","255 LAFAYETTE AVENUE","Suffern","NY",10901,"NJ - Ridgewood",11,23569.64,4213.82,3618.18,"Rockland","Y"
"6517",122978,"897 - Alcohol/Drug Abuse Or Dependence W/O Rehabilitation Therapy W/O Mcc",330158,"Good Samaritan Hospital Of Suffern","255 LAFAYETTE AVENUE","Suffern","NY",10901,"NJ - Ridgewood",50,68254.18,6227.84,5275.02,"Rockland","Y"
"6518",122979,"948 - Signs & Symptoms W/O Mcc",330158,"Good Samaritan Hospital Of Suffern","255 LAFAYETTE AVENUE","Suffern","NY",10901,"NJ - Ridgewood",16,55375.44,6022,4958,"Rockland","Y"
"6519",122980,"981 - Extensive O.r. Procedure Unrelated To Principal Diagnosis W Mcc",330158,"Good Samaritan Hospital Of Suffern","255 LAFAYETTE AVENUE","Suffern","NY",10901,"NJ - Ridgewood",20,215030.05,37083.65,36280.4,"Rockland","Y"
"6520",122981,"003 - Ecmo Or Trach W Mv >96 Hrs Or Pdx Exc Face, Mouth & Neck W Maj O.r.",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",18,570703.72,164602.44,156215.72,"Richmond","Y"
"6521",122982,"004 - Trach W Mv >96 Hrs Or Pdx Exc Face, Mouth & Neck W/O Maj O.r.",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",16,315859.94,94971.5,91434.31,"Richmond","Y"
"6522",122983,"023 - Craniotomy W Major Device Implant Or Acute Cns Pdx W Mcc Or Chemothe",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",11,138094,47570.73,45554.09,"Richmond","Y"
"6523",122984,"025 - Craniotomy & Endovascular Intracranial Procedures W Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",23,131233.48,38032.7,35787.52,"Richmond","Y"
"6524",122985,"038 - Extracranial Procedures W Cc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",14,52158.07,18089.71,11684.21,"Richmond","Y"
"6525",122986,"054 - Nervous System Neoplasms W Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",18,51133.44,14287.11,10810.22,"Richmond","Y"
"6526",122987,"056 - Degenerative Nervous System Disorders W Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",16,65103.31,18969.62,14630.25,"Richmond","Y"
"6527",122988,"057 - Degenerative Nervous System Disorders W/O Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",77,32633.34,10911.55,9597.86,"Richmond","Y"
"6528",122989,"062 - Ischemic Stroke, Precerebral Occlusion Or Transient Ischemia W Throm",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",17,83498.65,17903.76,16339.06,"Richmond","Y"
"6529",122990,"064 - Intracranial Hemorrhage Or Cerebral Infarction W Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",60,66836.77,17057.1,14054,"Richmond","Y"
"6530",122991,"065 - Intracranial Hemorrhage Or Cerebral Infarction W Cc Or Tpa In 24 Hrs",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",60,38167.2,10789.67,8546.8,"Richmond","Y"
"6531",122992,"066 - Intracranial Hemorrhage Or Cerebral Infarction W/O Cc/Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",14,32134.43,7790.57,6419.57,"Richmond","Y"
"6532",122993,"069 - Transient Ischemia",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",51,33952.08,7722.61,6490.59,"Richmond","Y"
"6533",122994,"070 - Nonspecific Cerebrovascular Disorders W Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",15,53805.33,15382.6,14220.27,"Richmond","Y"
"6534",122995,"074 - Cranial & Peripheral Nerve Disorders W/O Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",20,38384.15,9423.35,7837.85,"Richmond","Y"
"6535",122996,"086 - Traumatic Stupor & Coma, Coma <1 Hr W Cc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",16,42855.12,11082.69,9789.44,"Richmond","Y"
"6536",122997,"087 - Traumatic Stupor & Coma, Coma <1 Hr W/O Cc/Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",13,26366.23,8222.62,6809.15,"Richmond","Y"
"6537",122998,"091 - Other Disorders Of Nervous System W Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",12,59873.33,15003.42,13850.33,"Richmond","Y"
"6538",122999,"092 - Other Disorders Of Nervous System W Cc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",42,31938.36,9366.07,8043.43,"Richmond","Y"
"6539",123000,"093 - Other Disorders Of Nervous System W/O Cc/Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",28,25195.89,7709.25,5952.04,"Richmond","Y"
"6540",123001,"100 - Seizures W Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",25,66424.84,16581.84,13738.16,"Richmond","Y"
"6541",123002,"101 - Seizures W/O Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",90,36801.36,8527.29,6769.92,"Richmond","Y"
"6542",123003,"103 - Headaches W/O Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",12,22869.08,9514.42,5257.25,"Richmond","Y"
"6543",123004,"149 - Dysequilibrium",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",57,24254.56,7680.79,5552.77,"Richmond","Y"
"6544",123005,"153 - Otitis Media & Uri W/O Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",19,22715.74,7368.32,6040.89,"Richmond","Y"
"6545",123006,"166 - Other Resp System O.r. Procedures W Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",20,129357.65,33980.2,28634.5,"Richmond","Y"
"6546",123007,"175 - Pulmonary Embolism W Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",16,65198.31,14230.44,12561.38,"Richmond","Y"
"6547",123008,"176 - Pulmonary Embolism W/O Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",24,42675.75,9263.79,8150.46,"Richmond","Y"
"6548",123009,"177 - Respiratory Infections & Inflammations W Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",45,70297.98,18704.67,16097.02,"Richmond","Y"
"6549",123010,"178 - Respiratory Infections & Inflammations W Cc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",23,35287.96,12615.87,11415.52,"Richmond","Y"
"6550",123011,"180 - Respiratory Neoplasms W Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",14,41892.29,16222.21,14748.71,"Richmond","Y"
"6551",123012,"181 - Respiratory Neoplasms W Cc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",13,38864,11484.08,10242.77,"Richmond","Y"
"6552",123013,"184 - Major Chest Trauma W Cc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",24,35873.58,11145.75,7722.5,"Richmond","Y"
"6553",123014,"189 - Pulmonary Edema & Respiratory Failure",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",96,49539.26,12532.82,10619.57,"Richmond","Y"
"6554",123015,"190 - Chronic Obstructive Pulmonary Disease W Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",145,45660.97,11402.99,9704.6,"Richmond","Y"
"6555",123016,"191 - Chronic Obstructive Pulmonary Disease W Cc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",112,35684.82,9373.71,8092.58,"Richmond","Y"
"6556",123017,"192 - Chronic Obstructive Pulmonary Disease W/O Cc/Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",47,22165.13,7424.43,6336.43,"Richmond","Y"
"6557",123018,"193 - Simple Pneumonia & Pleurisy W Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",77,54864.61,13377.7,11943.52,"Richmond","Y"
"6558",123019,"194 - Simple Pneumonia & Pleurisy W Cc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",104,32385.03,9530.06,8207.62,"Richmond","Y"
"6559",123020,"195 - Simple Pneumonia & Pleurisy W/O Cc/Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",41,27562.1,7487.12,6074.73,"Richmond","Y"
"6560",123021,"196 - Interstitial Lung Disease W Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",11,48231.91,15565.18,14505,"Richmond","Y"
"6561",123022,"202 - Bronchitis & Asthma W Cc/Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",43,34890.88,9141.16,7784.51,"Richmond","Y"
"6562",123023,"203 - Bronchitis & Asthma W/O Cc/Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",21,27050.43,8071.05,5172.14,"Richmond","Y"
"6563",123024,"204 - Respiratory Signs & Symptoms",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",14,31229.14,7757.14,6817.21,"Richmond","Y"
"6564",123025,"205 - Other Respiratory System Diagnoses W Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",11,45198,14194.55,12658.36,"Richmond","Y"
"6565",123026,"206 - Other Respiratory System Diagnoses W/O Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",12,23760.25,8500.08,7296.25,"Richmond","Y"
"6566",123027,"207 - Respiratory System Diagnosis W Ventilator Support >96 Hours",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",33,177774.61,51869.79,45412.09,"Richmond","Y"
"6567",123028,"208 - Respiratory System Diagnosis W Ventilator Support <=96 Hours",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",41,77040.54,21874.05,20236.9,"Richmond","Y"
"6568",123029,"233 - Coronary Bypass W Cardiac Cath W Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",15,279506.47,64047,61711.53,"Richmond","Y"
"6569",123030,"234 - Coronary Bypass W Cardiac Cath W/O Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",31,194708.26,44975.74,39929.71,"Richmond","Y"
"6570",123031,"239 - Amputation For Circ Sys Disorders Exc Upper Limb & Toe W Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",13,150280,43936.77,42104.92,"Richmond","Y"
"6571",123032,"242 - Permanent Cardiac Pacemaker Implant W Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",11,127801.09,33872,32223.64,"Richmond","Y"
"6572",123033,"243 - Permanent Cardiac Pacemaker Implant W Cc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",34,94439.79,25801.71,22445.44,"Richmond","Y"
"6573",123034,"244 - Permanent Cardiac Pacemaker Implant W/O Cc/Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",23,73170.39,19881.57,18358.78,"Richmond","Y"
"6574",123035,"246 - Perc Cardiovasc Proc W Drug-Eluting Stent W Mcc Or 4+ Vessels/Stents",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",33,137138.18,31799.45,27005.61,"Richmond","Y"
"6575",123036,"247 - Perc Cardiovasc Proc W Drug-Eluting Stent W/O Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",81,104859.3,22371.3,17140.98,"Richmond","Y"
"6576",123037,"252 - Other Vascular Procedures W Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",48,144072.35,32314.77,30588.75,"Richmond","Y"
"6577",123038,"253 - Other Vascular Procedures W Cc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",33,90605.21,25957.48,22222.61,"Richmond","Y"
"6578",123039,"264 - Other Circulatory System O.r. Procedures",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",22,78531.73,26068.05,24756.5,"Richmond","Y"
"6579",123040,"267 - Endovascular Cardiac Valve Replacement W/O Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",13,59607.15,56549.15,55620.46,"Richmond","Y"
"6580",123041,"269 - Aortic And Heart Assist Procedures Except Pulsation Balloon W/O Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",18,121290.39,36288.17,34748.28,"Richmond","Y"
"6581",123042,"270 - Other Major Cardiovascular Procedures W Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",23,156420.09,42973.78,41232.61,"Richmond","Y"
"6582",123043,"271 - Other Major Cardiovascular Procedures W Cc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",27,111268.52,29475.04,25449.04,"Richmond","Y"
"6583",123044,"274 - Percutaneous Intracardiac Procedures W/O Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",19,76456,26508.58,17188.16,"Richmond","Y"
"6584",123045,"280 - Acute Myocardial Infarction, Discharged Alive W Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",65,82984.95,16425.69,14888.38,"Richmond","Y"
"6585",123046,"281 - Acute Myocardial Infarction, Discharged Alive W Cc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",46,47257.78,10587.11,8228.15,"Richmond","Y"
"6586",123047,"283 - Acute Myocardial Infarction, Expired W Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",22,81788.55,18156.23,16623.86,"Richmond","Y"
"6587",123048,"286 - Circulatory Disorders Except Ami, W Card Cath W Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",15,108806.67,22081.67,20396,"Richmond","Y"
"6588",123049,"287 - Circulatory Disorders Except Ami, W Card Cath W/O Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",80,59170.05,12021.58,9740.79,"Richmond","Y"
"6589",123050,"291 - Heart Failure & Shock W Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",273,64977.52,14811.21,13261.01,"Richmond","Y"
"6590",123051,"292 - Heart Failure & Shock W Cc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",74,41513.92,9683.03,8555.08,"Richmond","Y"
"6591",123052,"293 - Heart Failure & Shock W/O Cc/Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",41,30186.51,6969.39,5935.27,"Richmond","Y"
"6592",123053,"299 - Peripheral Vascular Disorders W Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",19,56025.79,13681.95,12476.16,"Richmond","Y"
"6593",123054,"300 - Peripheral Vascular Disorders W Cc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",34,36214.76,10574.18,8549.94,"Richmond","Y"
"6594",123055,"303 - Atherosclerosis W/O Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",19,40311.16,6615.79,5643.26,"Richmond","Y"
"6595",123056,"305 - Hypertension W/O Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",23,36355.26,8193.3,5238.3,"Richmond","Y"
"6596",123057,"308 - Cardiac Arrhythmia & Conduction Disorders W Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",55,63912.53,12927.96,10097.89,"Richmond","Y"
"6597",123058,"309 - Cardiac Arrhythmia & Conduction Disorders W Cc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",67,47888.79,8362.37,6571.99,"Richmond","Y"
"6598",123059,"310 - Cardiac Arrhythmia & Conduction Disorders W/O Cc/Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",70,34932.03,6442.17,4561,"Richmond","Y"
"6599",123060,"312 - Syncope & Collapse",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",124,33574.99,8404.92,6552.2,"Richmond","Y"
"6600",123061,"313 - Chest Pain",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",76,26004.36,7472.89,5378.8,"Richmond","Y"
"6601",123062,"314 - Other Circulatory System Diagnoses W Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",50,63710.94,18789.12,17610.52,"Richmond","Y"
"6602",123063,"315 - Other Circulatory System Diagnoses W Cc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",19,52414.58,10260.68,9003.26,"Richmond","Y"
"6603",123064,"329 - Major Small & Large Bowel Procedures W Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",33,157799.48,44164.48,41965.42,"Richmond","Y"
"6604",123065,"330 - Major Small & Large Bowel Procedures W Cc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",24,89077.92,23472.29,21735.12,"Richmond","Y"
"6605",123066,"371 - Major Gastrointestinal Disorders & Peritoneal Infections W Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",14,64497.71,17090,15538.57,"Richmond","Y"
"6606",123067,"372 - Major Gastrointestinal Disorders & Peritoneal Infections W Cc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",24,43678.25,10982.33,9109.04,"Richmond","Y"
"6607",123068,"374 - Digestive Malignancy W Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",22,93304.27,20530.36,18446.91,"Richmond","Y"
"6608",123069,"375 - Digestive Malignancy W Cc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",12,41329,12068.67,10911.92,"Richmond","Y"
"6609",123070,"377 - G.i. Hemorrhage W Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",41,82442.54,16713.68,15295.93,"Richmond","Y"
"6610",123071,"378 - G.i. Hemorrhage W Cc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",97,46245.73,10361.62,8298.33,"Richmond","Y"
"6611",123072,"379 - G.i. Hemorrhage W/O Cc/Mcc",330160,"Staten Island University Hospital","475 SEAVIEW AVENUE","Staten Island","NY",10305,"NY - Manhattan",11,27242.91,6900.82,5642.73,"Richmond","Y"
