id,name,address,city,state,zip,telephone,type,status,population,county,country,lat,long,naics_code,naics_desc,source,sourcedate,val_date,website,alt_name,owner,beds,trauma,helipad,overall_type
4012953,Alice Hyde Medical Center,115 Park Street,Malone,NY,12953,(518) 483-3000,General Acute Care,open,76,Franklin,USA,44.856735149,-74.291292477,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.alicehyde.com,NA,Non-Profit,76,NA,N,hospital
4214020,United Memorial Medical Center Bank Street Campus,16 Bank St,Batavia,NY,14020,(585) 343-6030,General Acute Care,open,20,Genesee,USA,42.9986500750001,-78.181112878,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-02-10T00:00:00.000Z,https://www.rochesterregional.org/locations/hospitals/united-memorial-medical-center/,NA,Non-Profit,20,NA,N,hospital
4313601,Samaritan Medical Center,830 Washington St,Watertown,NY,13601,(315) 785-4000,General Acute Care,open,294,Jefferson,USA,43.9650434820001,-75.914557899,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.samaritanhealth.com/,NA,Non-Profit,294,NA,Y,hospital
4713367,Lewis County General Hospital,7785 N State St,Lowville,NY,13367,(315) 376-5200,Critical Access,open,31,Lewis,USA,43.7957902050001,-75.4991180649999,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2013-12-30T00:00:00.000Z,http://www.lcgh.net,NA,Government - Local,31,NA,N,hospital
5114621,Rochester General Hospital,1425 Portland Ave,Rochester,NY,14621,(585) 922-4000,General Acute Care,open,528,Monroe,USA,43.192241133,-77.586814488,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.rochestergeneral.org,NA,Non-Profit,528,NA,Y,hospital
5714620,Monroe Community Hospital,435 E Henrietta Rd,Rochester,NY,14620,(585) 760-6500,Long Term Care,open,28,Monroe,USA,43.1129976760001,-77.6179916679999,622310,Specialty (Except Psychiatric And Substance Abuse) Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.monroehosp.org/,NA,Government - Local,39,NA,N,hospital
6611791,Syosset Hospital,221 Jericho Tpke,Syosset,NY,11791,(516) 496-6400,General Acute Care,open,103,Nassau,USA,40.810874287,-73.508666051,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.northshorelij.com/hospitals/location/syosset-hospital,NA,Non-Profit,103,NA,N,hospital
6911803,Plainview Hospital,888 Old Country Rd,Plainview,NY,11803,(516) 719-2222,General Acute Care,open,219,Nassau,USA,40.7749542290001,-73.4785347069999,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.northshorelij.com/hospitals/location/plainview-hospital,NA,Non-Profit,219,NA,N,hospital
7114094,Eastern Niagara Hospital,521 East Ave,Lockport,NY,14094,(716) 514-5700,General Acute Care,open,140,Niagara,USA,43.177371077,-78.671144281,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.enhs.org,NA,Non-Profit,140,NA,Y,hospital
7214301,Niagara Falls Memorial Medical Center,621 10th St,Niagara Falls,NY,14301,(716) 278-4000,General Acute Care,open,171,Niagara,USA,43.0939208230001,-79.049710131,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-03-12T00:00:00.000Z,http://www.nfmmc.org,NA,Non-Profit,171,NA,N,hospital
7314120,Degraff Memorial Hospital,445 Tremont St,North Tonawanda,NY,14120,(716) 694-4500,General Acute Care,open,66,Niagara,USA,43.0254180090001,-78.86234244,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.kaleidahealth.org/degraff/,kaleida health adult hospital degraff memorial,Non-Profit,66,NA,N,hospital
7514092,Mount St. Mary's Hospital,5300 Military Rd,Lewiston,NY,14092,(716) 297-4800,General Acute Care,open,175,Niagara,USA,43.1541840190001,-79.0324307239999,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-03-12T00:00:00.000Z,http://www.chsbuffalo.org/Facilities/Hospitals/MountStMarysHospital,NA,Non-Profit,175,NA,N,hospital
7913502,Faxton-St. Luke's Healthcare - Faxton Campus,1676 Sunset Ave,Utica,NY,13502,(315) 431-4384,Rehabilitation,open,24,Oneida,USA,43.091009721,-75.258117125,622310,"Rehabilitation Hospitals (Except Alcoholism, Drug Addiction)",https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://faxtonstlukes.com/,NA,Non-Profit,24,NA,N,hospital
8013413,Faxton-St. Luke's Healthcare - St. Luke's Campus,1656 Champlin Ave,Utica,NY,13413,(315) 624-6000,General Acute Care,open,370,Oneida,USA,43.096733423,-75.2758937689999,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://faxtonstlukes.com/,NA,Non-Profit,370,NA,Y,hospital
8413210,Crouse Hospital,736 Irving Ave,Syracuse,NY,13210,(315) 470-7111,General Acute Care,open,466,Onondaga,USA,43.041299171,-76.138394013,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-03-12T00:00:00.000Z,http://www.crouse.org/,NA,Non-Profit,466,NA,Y,hospital
8514432,Clifton Springs Hospital,2 Coulter Rd,Clifton Springs,NY,14432,(315) 462-1311,General Acute Care,open,154,Ontario,USA,42.959700836,-77.136515747,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.cliftonspringshospital.org,NA,Non-Profit,154,NA,Y,hospital
9413126,Oswego Hospital,110 W 6th St,Oswego,NY,13126,(315) 349-5511,General Acute Care,open,126,Oswego,USA,43.4540165710001,-76.51637765,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.oswegohealth.org,NA,Non-Profit,126,NA,N,hospital
9513820,Aurelia Osborn Fox Memorial Hospital,1 Norton Ave,Oneonta,NY,13820,(607) 432-2000,General Acute Care,open,60,Otsego,USA,42.4577933240001,-75.052153475,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.bassett.org/medical/locations/hospitals/ao-fox-hospital/,bassett a.o. fox hospital,Non-Profit,60,NA,N,hospital
14998166,Regional Hospital For Respiratory & Complex Care,16251 Sylvester Rd Sw,Burien,WA,98166,(206) 248-4604,Long Term Care,open,31,King,USA,47.457892444,-122.34338354,622310,Specialty (Except Psychiatric And Substance Abuse) Hospitals,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2018-08-10T00:00:00.000Z,2017-03-21T00:00:00.000Z,https://www.chifranciscan.org/regional-hospital,NA,Non-Profit,31,NA,N,hospital
15498065,Snoqualmie Valley Hospital,9801 Frontier Ave Se,Snoqualmie,WA,98065,(425) 831-2300,Critical Access,open,25,King,USA,47.512720142,-121.885762935,622110,General Medical And Surgical Hospitals,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2018-08-10T00:00:00.000Z,2017-03-27T00:00:00.000Z,snoqualmiehospital.org,NA,Government - District/Authority,25,LEVEL V,N,hospital
15598271,Smokey Point Behaivoral Hospital,3955 156th St Ne,Marysville,WA,98271,(844) 202-5555,Psychiatric,open,115,Snohomish,USA,48.138518521,-122.189140654,622210,Psychiatric And Substance Abuse Hospitals,https://fortress.wa.gov/doh/facilitysearch/Default.aspx,2018-08-10T00:00:00.000Z,2017-03-27T00:00:00.000Z,http://smokeypointbehavioralhospital.com/,NA,Proprietary,115,NA,N,hospital
487109,Healthsouth Rehabilitation Hospital,7000 Jefferson Street Northeast,Albuquerque,NM,87109,(505) 344-9478,Rehabilitation,open,87,Bernalillo,USA,35.160351259,-106.592267346,622310,"Rehabilitation Hospitals (Except Alcoholism, Drug Addiction)",http://providersearch.health.state.nm.us/,2018-08-09T00:00:00.000Z,2013-11-14T00:00:00.000Z,http://www.healthsouthnewmexico.com,NA,Proprietary,87,NA,Y,hospital
10010993,Helen Hayes Hospital,51 North Route 9w,West Harvestraw,NY,10993,(845) 786-4000,Rehabilitation,open,130,Rockland,USA,41.2143072320001,-73.988344716,622310,"Rehabilitation Hospitals (Except Alcoholism, Drug Addiction)",https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2013-12-31T00:00:00.000Z,http://www.helenhayeshospital.org,NA,Government - State,130,NA,N,hospital
10210901,Good Samaritan Hospital - Suffern,255 Lafayette Ave,Suffern,NY,10901,(845) 368-5000,General Acute Care,open,286,Rockland,USA,41.111595777,-74.134811424,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://charity.bonsecours.com/find-a-facility-good-samaritan-hospital.html,NA,Non-Profit,286,NA,Y,hospital
3857108,Avera Behavioral Health Center,4400 West 69th Street,Sioux Falls,SD,57108,(605) 322-4065,Psychiatric,open,54,Lincoln,USA,43.4909402390001,-96.781759225,622210,Psychiatric And Substance Abuse Hospitals,https://apps.sd.gov/ph04lassnet/rptPH04LicenseList.Aspx,2018-08-10T00:00:00.000Z,2014-03-12T00:00:00.000Z,http://www.avera.org/behavioral-health-center/,NA,Non-Profit,54,NA,Y,hospital
4840160,Lincoln Trail Behavioral Health System,3909 South Wilson Road,Radcliff,KY,40160,(270) 351-9444,Psychiatric,open,140,Hardin,USA,37.787923683,-85.9147806349999,622110,General Medical And Surgical Hospitals,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,2018-08-11T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.lincolnbehavioral.com,NA,Proprietary,140,NA,N,hospital
10613613,Massena Memorial Hospital,1 Hospital Dr,Massena,NY,13613,(315) 764-1711,General Acute Care,open,50,St. Lawrence,USA,44.93623403,-74.908740086,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.massenahospital.org,NA,Government - Local,50,NA,Y,hospital
11012304,Ellis Health Center,600 Mcclellan St,Schenectady,NY,12304,(518) 382-2000,General Acute Care,closed,NA,Schenectady,USA,42.80485019,-73.9157910069999,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.ellismedicine.org/locations/ellis-health-center.aspx,st clares hospital mcclellan division,Non-Profit,NA,NA,N,hospital
1660085,Vista Medical Center West,2615 Washington St,Waukegan,IL,60085,(847) 249-3900,Psychiatric,open,67,Lake,USA,42.35842711,-87.866653796,622110,General Medical And Surgical Hospitals,https://data.illinois.gov/,2018-08-09T00:00:00.000Z,2014-03-12T00:00:00.000Z,http://www.vistahealth.com,NA,Proprietary,67,NA,Y,hospital
1261364,St Marys Hospital,111  Spring Street,Streator,IL,61364,(815) 673-2311,General Acute Care,open,98,La Salle,USA,41.11359098,-88.834582237,622110,General Medical And Surgical Hospitals,https://data.illinois.gov/,2018-08-09T00:00:00.000Z,2014-03-12T00:00:00.000Z,http://www.stmaryshospital.org,NA,Non-Profit,98,NA,Y,hospital
5261350,Osf Saint Elizabeth Medical Center,1100 East Norris Drive,Ottawa,IL,61350,(815) 433-3100,General Acute Care,open,90,La Salle,USA,41.357701653,-88.824413266,622110,General Medical And Surgical Hospitals,https://data.illinois.gov/,2018-08-09T00:00:00.000Z,2014-03-12T00:00:00.000Z,http://www.ottawaregional.org,NA,Non-Profit,90,NA,Y,hospital
11261354,Illinois Valley Community Hospital,925 West St,Peru,IL,61354,(815) 223-3300,General Acute Care,open,56,La Salle,USA,41.3288685740001,-89.124333749,622110,General Medical And Surgical Hospitals,https://data.illinois.gov/,2018-08-09T00:00:00.000Z,2014-03-12T00:00:00.000Z,http://www.ivch.org,NA,Non-Profit,56,NA,Y,hospital
11312309,Bellevue Woman's Center Of Ellis Medicine,2210 Troy Schenectady Rd,Niskayuna,NY,12309,(518) 346-9400,Women,open,55,Schenectady,USA,42.7927689850001,-73.878954716,622310,Specialty (Except Psychiatric And Substance Abuse) Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.bellevuewoman.org/locations/bellevue-womans-center.aspx,bellevue woman's hospital,Non-Profit,55,NA,N,hospital
1821239,Medstar Good Samaritan Hospital,5601 Loch Raven Blvd,Baltimore,MD,21239,(443) 444-3902,General Acute Care,open,287,Baltimore City,USA,39.3583957820001,-76.5872828239999,622110,General Medical And Surgical Hospitals,http://dhmh.maryland.gov/ohcq/pages/licensee-directory.aspx,2018-08-09T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.goodsam-md.org,NA,Non-Profit,287,NA,N,hospital
3621229,Saint Agnes Hospital,900 Caton Avenue,Baltimore,MD,21229,(410) 368-2101,General Acute Care,open,344,Baltimore City,USA,39.272769909,-76.672119105,622110,General Medical And Surgical Hospitals,http://dhmh.maryland.gov/ohcq/pages/licensee-directory.aspx,2018-08-09T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.stagnes.org,NA,Non-Profit,344,NA,Y,hospital
4921218,Medstar Union Memorial Hospital,201 East University Parkway,Baltimore,MD,21218,(410) 554-2227,General Acute Care,open,238,Baltimore City,USA,39.329040299,-76.6147393489999,622110,General Medical And Surgical Hospitals,http://dhmh.maryland.gov/ohcq/pages/licensee-directory.aspx,2018-08-09T00:00:00.000Z,2014-03-12T00:00:00.000Z,http://www.unionmemorial.org,NA,Non-Profit,238,NA,Y,hospital
1103833,Exeter Hospital,5 Alumni Drive,Exeter,NH,3833,(603) 778-7311,General Acute Care,open,100,Rockingham,USA,42.9826630900001,-70.935558339,622110,General Medical And Surgical Hospitals,http://www.dhhs.nh.gov/oos/bhfa/documents/licensedfacilities.pdf,2018-08-09T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.ehr.org,NA,Non-Profit,100,NA,Y,hospital
1503301,Healthsouth Rehabilitation Hospital,254 Pleasant Street,Concord,NH,3301,(603) 226-9800,Rehabilitation,open,50,Merrimack,USA,43.199774738,-71.562834864,622110,General Medical And Surgical Hospitals,http://www.dhhs.nh.gov/oos/bhfa/documents/licensedfacilities.pdf,2018-08-09T00:00:00.000Z,2013-11-26T00:00:00.000Z,http://www.healthsouthrehabconcordnh.com,NA,Proprietary,50,NA,N,hospital
12511507,St Charles Hospital And Rehabilitation Center,200 Belle Terre Rd,Port Jefferson,NY,11507,(631) 474-6600,General Acute Care,open,243,Suffolk,USA,40.9466312260001,-73.060963223,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.stcharles.org/,NA,Non-Profit,243,NA,N,hospital
2341041,Fleming County Hospital,55 Foundation Drive,Flemingsburg,KY,41041,(606) 849-2351,General Acute Care,open,52,Fleming,USA,38.4221510450001,-83.7515453089999,622110,General Medical And Surgical Hospitals,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,2018-08-11T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.flemingcountyhospital.org,NA,Non-Profit,52,NA,Y,hospital
1240503,Baptist Health Lexington,1740 Nicholasville Road,Lexington,KY,40503,(859) 260-6100,General Acute Care,open,344,Fayette,USA,38.018805193,-84.511857714,622110,General Medical And Surgical Hospitals,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,2018-08-11T00:00:00.000Z,2014-02-10T00:00:00.000Z,https://www.baptisthealth.com/lexington/pages/default.aspx,central baptist hospital,Non-Profit,391,NA,Y,hospital
12714850,Cayuga Medical Center,101 Dates Dr,Ithaca,NY,14850,(607) 274-4011,General Acute Care,open,212,Tompkins,USA,42.4689850720001,-76.537484161,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.cayugamed.org/,NA,Non-Profit,212,NA,Y,hospital
12912723,Grover M. Herman Hospital,8881 Route 97,Callicoon,NY,12723,(845) 887-5530,Critical Access,open,15,Sullivan,USA,41.7402919310001,-75.047415509,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.crmcny.org,catskill regional medical center hermann,Non-Profit,15,NA,Y,hospital
13312801,Glens Falls Hospital,100 Park St,Glens Falls,NY,12801,(518) 926-1000,General Acute Care,open,410,Warren,USA,43.3066293850001,-73.6463127439999,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-03-12T00:00:00.000Z,http://www.glensfallshospital.org,NA,Non-Profit,410,NA,Y,hospital
1940508,Eastern State Hospital,1350 Bull Lea Rd,Lexington,KY,40511,(859) 246-8000,Psychiatric,open,195,Fayette,USA,38.082924061,-84.4979543379999,622110,General Medical And Surgical Hospitals,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,2018-08-11T00:00:00.000Z,2017-12-13T00:00:00.000Z,http://ukhealthcare.uky.edu/ESH/,NA,Government - State,195,NA,N,hospital
14210549,Northern Westchester Hospital,400 E Main St,Mount Kisco,NY,10549,(914) 666-1303,General Acute Care,open,245,Westchester,USA,41.1970540820001,-73.725700752,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.nwhc.net,NA,Non-Profit,145,NA,N,hospital
15510461,Calvary Hospital,1740 Eastchester Rd,Bronx,NY,10461,(718) 518-2000,Long Term Care,open,225,Bronx,USA,40.847989887,-73.8439416259999,622310,Specialty (Except Psychiatric And Substance Abuse) Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.calvaryhospital.org,NA,Non-Profit,225,NA,N,hospital
3921802,Deer's Head Center,315 Deer's Head Hospital Road,Salisbury,MD,21802,(410) 543-4000,Chronic Disease,open,81,Wicomico,USA,38.3822985630001,-75.595719802,622110,General Medical And Surgical Hospitals,http://dhmh.maryland.gov/ohcq/pages/licensee-directory.aspx,2018-08-09T00:00:00.000Z,2013-12-12T00:00:00.000Z,http://www.deershead.org,NA,Government - State,81,NA,N,hospital
16811219,Maimonides Medical Center,4802 10th Ave,Brooklyn,NY,11219,(718) 283-6000,General Acute Care,open,679,Kings,USA,40.6394788750001,-73.998452635,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.maimonidesmed.org/,NA,Non-Profit,679,NA,N,hospital
3241031,Harrison Memorial Hospital,1210 Kentucky Highway 36 East,Cynthiana,KY,41031,(859) 234-2300,General Acute Care,open,61,Harrison,USA,38.3839687290001,-84.277686455,622110,General Medical And Surgical Hospitals,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,2018-08-11T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.harrisonmemhosp.com,NA,Non-Profit,61,LEVEL IV,Y,hospital
18010021,Hospital For Special Surgery,535 East 70th St,New York,NY,10021,(212) 606-1236,Special,open,215,New York,USA,40.764923384,-73.952314852,622310,Specialty (Except Psychiatric And Substance Abuse) Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.hss.edu,NA,Non-Profit,215,NA,N,hospital
18210029,Metropolitan Hospital Center,1901 1st Ave,New York,NY,10029,(212) 423-8993,General Acute Care,open,338,New York,USA,40.78492694,-73.944530229,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-01-03T00:00:00.000Z,http://www.nyc.gov/html/hhc/mhc/html/home/home.shtml,NA,Government - Local,338,NA,N,hospital
18410003,New York Eye And Ear Infirmary,310 E 14th St,New York,NY,10003,(212) 979-4000,Special,open,69,New York,USA,40.7318530630001,-73.98448331,622310,"Eye, Ear, Nose, And Throat Hospitals",https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.nyee.edu,NA,Non-Profit,69,NA,N,hospital
18710001,Mount Sinai Hospital,1 Gustave L Levy Pl,New York,NY,10001,(212) 241-7005,General Acute Care,open,1144,New York,USA,40.7897675310001,-73.9532142739999,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.mountsinai.org,NA,Non-Profit,1144,NA,N,hospital
19511432,Queens Hospital Center,82-68 164th St,Jamaica,NY,11432,(718) 883-2350,General Acute Care,open,247,Queens,USA,40.7170722130001,-73.804556192,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-01-03T00:00:00.000Z,http://www.nyc.gov/html/hhc/qhc/html/home/home.shtml,NA,Government - Local,247,NA,N,hospital
8062901,Memorial Hospital Of Carbondale,405 W Jackson,Carbondale,IL,62901,(618) 549-0721,General Acute Care,open,159,Jackson,USA,37.727445549,-89.220592531,622110,General Medical And Surgical Hospitals,https://data.illinois.gov/,2018-08-09T00:00:00.000Z,2016-04-25T00:00:00.000Z,http://www.sih.net,NA,Non-Profit,159,NA,Y,hospital
8260970,Iroquois Memorial Hospital,200 Fairman Street,Watseka,IL,60970,(815) 432-5201,General Acute Care,open,84,Iroquois,USA,40.7656018870001,-87.7325174809999,622110,General Medical And Surgical Hospitals,https://data.illinois.gov/,2018-08-09T00:00:00.000Z,2014-03-12T00:00:00.000Z,http://www.iroquoismemorial.com,NA,Non-Profit,84,NA,Y,hospital
11342211,Trigg County Hospital Inc.,254 Main Street,Cadiz,KY,42211,(270) 522-3215,General Acute Care,open,25,Trigg,USA,36.866340232,-87.8215387819999,622110,General Medical And Surgical Hospitals,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,2018-08-11T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.trigghospital.org,NA,Government - Local,25,NA,Y,hospital
9642104,Southern Kentucky Rehabilitation Hospital,1300 Campbell Lane,Bowling Green,KY,42104,(270) 782-6900,Rehabilitation,open,60,Warren,USA,36.9570388130001,-86.44648889,622110,General Medical And Surgical Hospitals,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,2018-08-11T00:00:00.000Z,2013-12-17T00:00:00.000Z,http://www.skyrehab.com,NA,Proprietary,60,NA,N,hospital
20011375,Forest Hills Hospital,102-01 66 Road,Forest Hills,NY,11375,(516) 562-4060,General Acute Care,open,222,Queens,USA,40.7289946700001,-73.8515067069999,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-02-10T00:00:00.000Z,https://www.northwell.edu/find-care/locations/long-island-jewish-forest-hills,long island jewish forest hills,Non-Profit,222,NA,N,hospital
20211206,Woodhull Medical And Mental Health Center,760 Broadway,Brooklyn,NY,11206,(718) 388-5889,General Acute Care,open,388,Kings,USA,40.6995226670001,-73.942378984,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.nyc.gov/html/hhc,NA,Government - Local,388,NA,Y,hospital
20914209,Millard Fillmore Suburban Hospital,1540 Maple Rd,Williamsville,NY,14209,(716) 568-3600,General Acute Care,open,265,Erie,USA,42.9940394830001,-78.730238291,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.kaleidahealth.org/suburban/,NA,Non-Profit,265,NA,N,hospital
113912204,Albany Memorial Hospital,600 Northern Blvd,Albany,NY,12204,(518) 471-3221,General Acute Care,open,165,Albany,USA,42.674183365,-73.7486749989999,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2015-02-10T00:00:00.000Z,http://www.nehealth.com/Medical_Care/AMH/,NA,Non-Profit,165,NA,N,hospital
114611203,Kingsbrook Jewish Medical Center,585 Schenectady Avenue,Brooklyn,NY,11203,(718) 604-5000,General Acute Care,open,303,Kings,USA,40.6594404510001,-73.933545308,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2015-02-11T00:00:00.000Z,http://www.kingsbrook.org/,NA,Non-Profit,303,NA,N,hospital
114710011,Lenox Hill Healthplex,30 Seventh Avenue,New York,NY,10011,NOT AVAILABLE,General Acute Care,closed,NA,New York,USA,40.737739913,-74.000744566,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2015-02-11T00:00:00.000Z,NOT AVAILABLE,NA,Not Available,NA,NA,N,hospital
114811040,Long Island Jewish Medical Center,270-05 76th Ave,New Hyde Park,NY,11040,(718) 470-7764,General Acute Care,open,1025,Queens,USA,40.7543432750001,-73.70810636,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2015-02-11T00:00:00.000Z,https://www.northwell.edu/find-care/locations/long-island-jewish-medical-center,NA,Non-Profit,1025,NA,N,hospital
115210550,Montefiore Mount Vernon Hospital,12 North 7th Avenue,Mount Vernon,NY,10550,(914) 361-6100,General Acute Care,open,176,Westchester,USA,40.9128983590001,-73.8405620029999,622110,General Medical And Surgical Hospitals,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,2015-02-11T00:00:00.000Z,http://montefiorehs.org/landing.cfm?id=17,NA,Non-Profit,176,NA,N,hospital
5441749,Mary Breckinridge Arh Hospital,130 Kate Ireland Drive,Hyden,KY,41749,(606) 672-2901,Critical Access,open,25,Leslie,USA,37.1641059790001,-83.378583855,622110,General Medical And Surgical Hospitals,https://chfs.ky.gov/agencies/os/oig/dhc/Documents/Directories/Hospital_Directory.pdf,2018-08-11T00:00:00.000Z,2014-02-10T00:00:00.000Z,http://www.frontiernursing.org,NA,Non-Profit,25,NA,N,hospital
