Code,Item,Group,Region_Number,Region_Name,State_Name,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Average_Annual_Percent_Growth
5,Medicaid/Dental Services (Millions of Dollars),State,8,Far West,Nevada,5,7,7,6,7,6,8,14,15,19,21,20,14,17,17,19,17,22,29,32,33,39,40,64,11.9
5,Medicaid/Dental Services (Millions of Dollars),State,1,New England,New Hampshire,2,3,4,5,6,6,5,5,5,5,5,5,6,13,14,15,16,18,21,22,22,21,20,55,16.4
5,Medicaid/Dental Services (Millions of Dollars),State,2,Mideast,New Jersey,27,28,35,35,36,30,20,16,16,17,25,25,25,28,30,32,31,39,38,36,45,38,34,34,0.9
5,Medicaid/Dental Services (Millions of Dollars),State,6,Southwest,New Mexico,5,5,6,7,7,10,11,7,7,12,19,22,24,24,23,28,33,32,73,79,89,99,109,131,15.5
5,Medicaid/Dental Services (Millions of Dollars),State,2,Mideast,New York,94,92,108,115,120,114,112,111,109,161,252,425,421,453,463,514,511,521,581,617,646,719,729,717,9.2
5,Medicaid/Dental Services (Millions of Dollars),State,5,Southeast,North Carolina,25,29,36,35,41,42,43,47,55,63,97,117,155,184,216,232,250,296,338,330,337,345,417,422,13
5,Medicaid/Dental Services (Millions of Dollars),State,4,Plains,North Dakota,3,3,4,3,4,4,3,5,5,5,5,7,6,6,6,5,6,6,8,10,11,11,10,12,5.9
5,Medicaid/Dental Services (Millions of Dollars),State,3,Great Lakes,Ohio,39,40,44,41,44,48,45,41,38,66,92,107,118,136,143,121,157,163,198,160,179,232,241,334,9.8
5,Medicaid/Dental Services (Millions of Dollars),State,6,Southwest,Oklahoma,8,9,8,6,6,5,5,8,9,9,17,26,29,43,69,84,102,108,129,131,124,124,121,112,12.4
5,Medicaid/Dental Services (Millions of Dollars),State,8,Far West,Oregon,7,7,8,10,12,14,13,9,11,11,13,17,17,21,26,26,29,38,50,61,72,78,87,148,14.1
5,Medicaid/Dental Services (Millions of Dollars),State,2,Mideast,Pennsylvania,30,35,40,45,55,57,54,44,56,59,73,85,96,93,110,155,228,299,370,492,350,324,224,281,10.2
5,Medicaid/Dental Services (Millions of Dollars),State,1,New England,Rhode Island,3,4,5,7,9,10,11,12,14,13,16,18,18,23,23,27,19,26,32,34,33,26,24,47,12.6
5,Medicaid/Dental Services (Millions of Dollars),State,5,Southeast,South Carolina,9,10,13,14,14,15,16,16,16,49,73,69,80,82,82,88,99,109,147,161,148,154,160,255,15.8
5,Medicaid/Dental Services (Millions of Dollars),State,4,Plains,South Dakota,2,2,3,3,3,4,4,4,4,4,4,4,5,5,5,5,7,11,13,15,15,14,14,16,10.5
5,Medicaid/Dental Services (Millions of Dollars),State,5,Southeast,Tennessee,19,21,23,22,25,25,28,32,34,43,48,90,109,137,148,143,139,141,164,171,177,169,158,136,8.8
5,Medicaid/Dental Services (Millions of Dollars),State,6,Southwest,Texas,33,43,67,86,102,112,171,129,129,141,158,210,299,333,363,365,503,798,1015,1309,1408,1200,1254,1257,17.2
5,Medicaid/Dental Services (Millions of Dollars),State,7,Rocky Mountains,Utah,6,6,7,7,9,11,14,18,20,21,23,22,18,21,27,30,27,34,41,49,53,57,91,59,10.5
5,Medicaid/Dental Services (Millions of Dollars),State,1,New England,Vermont,3,4,5,6,6,7,8,8,13,15,16,16,14,15,19,29,32,32,37,38,39,45,52,53,12.9
5,Medicaid/Dental Services (Millions of Dollars),State,5,Southeast,Virginia,8,9,12,12,13,13,12,15,19,17,19,18,18,21,46,71,88,92,110,127,133,134,137,125,12.9
5,Medicaid/Dental Services (Millions of Dollars),State,8,Far West,Washington,34,36,46,50,67,91,106,104,106,115,121,133,145,164,147,140,146,171,194,280,212,238,270,525,12.6
5,Medicaid/Dental Services (Millions of Dollars),State,5,Southeast,West Virginia,13,43,51,17,20,19,20,21,20,19,28,33,36,39,46,47,46,47,55,77,73,71,79,44,5.4
5,Medicaid/Dental Services (Millions of Dollars),State,3,Great Lakes,Wisconsin,14,16,20,21,22,21,19,21,22,28,30,34,37,51,55,58,64,68,127,148,114,106,102,100,9
5,Medicaid/Dental Services (Millions of Dollars),State,7,Rocky Mountains,Wyoming,2,2,2,2,2,2,2,2,2,3,4,5,6,6,8,9,9,11,12,13,12,13,13,14,9.9
6,Medicaid/Home Health Care (Millions of Dollars),United States,0,United States,,2495,2939,3456,3841,4313,4676,5169,5558,5913,6756,8281,9702,11404,13471,14907,16905,19590,21646,23979,25936,27079,27735,28661,30194,11.4
6,Medicaid/Home Health Care (Millions of Dollars),Region,1,New England,,206,244,280,284,336,391,485,556,577,630,770,923,1082,1113,1190,1220,1358,1520,1788,1971,2310,2309,2632,2974,12.3
6,Medicaid/Home Health Care (Millions of Dollars),Region,2,Mideast,,1543,1762,1919,1929,2052,2079,2148,2145,2090,2271,2702,2987,3742,4282,4505,4919,5977,6383,6795,7310,7563,8025,7697,7256,7
6,Medicaid/Home Health Care (Millions of Dollars),Region,3,Great Lakes,,226,273,319,320,361,409,450,524,538,590,725,875,1014,1200,1339,1528,1975,2102,2610,2900,3043,3161,3499,3900,13.2
6,Medicaid/Home Health Care (Millions of Dollars),Region,4,Plains,,76,105,135,144,179,219,268,264,271,314,441,543,574,702,805,940,1075,1240,1503,1589,1828,2023,2248,2402,16.2
6,Medicaid/Home Health Care (Millions of Dollars),Region,5,Southeast,,260,337,413,439,517,545,520,551,647,713,855,995,1151,1543,1717,1937,2233,2565,2784,2847,2527,2837,3173,3354,11.8
6,Medicaid/Home Health Care (Millions of Dollars),Region,6,Southwest,,139,157,198,216,246,276,378,505,564,616,809,959,1122,1065,1156,1319,1427,1534,1878,2524,2625,2319,2296,2562,13.5
6,Medicaid/Home Health Care (Millions of Dollars),Region,7,Rocky Mountains,,13,18,26,31,42,54,68,79,97,105,126,154,168,180,206,228,267,308,350,359,391,448,511,658,18.7
6,Medicaid/Home Health Care (Millions of Dollars),Region,8,Far West,,32,43,167,479,581,702,854,936,1128,1517,1853,2266,2551,3388,3989,4815,5278,5995,6271,6437,6794,6613,6603,7089,26.4
6,Medicaid/Home Health Care (Millions of Dollars),State,5,Southeast,Alabama,12,14,17,16,18,19,22,32,36,49,51,61,69,80,110,103,121,120,138,135,104,114,117,117,10.4
6,Medicaid/Home Health Care (Millions of Dollars),State,8,Far West,Alaska,0,0,1,1,2,2,2,2,2,3,3,9,19,33,45,43,24,27,30,76,87,96,106,84,28
6,Medicaid/Home Health Care (Millions of Dollars),State,6,Southwest,Arizona,1,3,4,5,5,4,7,8,11,11,16,21,27,35,44,53,62,57,69,73,70,62,62,75,21.5
6,Medicaid/Home Health Care (Millions of Dollars),State,5,Southeast,Arkansas,18,27,30,28,31,32,30,32,28,29,32,37,40,57,67,74,75,83,104,117,137,152,153,233,11.7
6,Medicaid/Home Health Care (Millions of Dollars),State,8,Far West,California,13,19,130,419,490,590,716,825,1011,1377,1676,2033,2264,3020,3569,4312,4687,5295,5612,5612,5958,5669,5580,5802,30.2
6,Medicaid/Home Health Care (Millions of Dollars),State,7,Rocky Mountains,Colorado,4,5,7,10,16,28,43,51,66,72,89,112,108,113,130,148,178,206,239,245,269,276,313,486,23.2
6,Medicaid/Home Health Care (Millions of Dollars),State,1,New England,Connecticut,50,56,65,66,88,136,175,219,233,254,290,313,334,343,353,337,351,346,399,374,425,316,301,321,8.4
6,Medicaid/Home Health Care (Millions of Dollars),State,2,Mideast,Delaware,6,7,10,12,15,18,16,18,17,20,22,24,26,31,36,42,47,54,63,70,80,87,96,100,13.2
6,Medicaid/Home Health Care (Millions of Dollars),State,2,Mideast,District of Columbia,13,14,17,18,20,18,16,17,18,20,19,26,34,42,59,97,147,178,210,200,183,260,299,272,14.3
6,Medicaid/Home Health Care (Millions of Dollars),State,5,Southeast,Florida,49,77,110,135,167,154,125,138,162,165,219,264,357,408,460,527,585,637,699,688,723,801,800,705,12.3
6,Medicaid/Home Health Care (Millions of Dollars),State,5,Southeast,Georgia,30,31,31,36,40,39,37,40,48,50,56,74,82,238,132,170,218,276,307,317,310,278,217,238,9.4
6,Medicaid/Home Health Care (Millions of Dollars),State,8,Far West,Hawaii,0,1,1,2,3,4,3,3,3,5,5,3,3,3,4,3,4,7,4,11,10,11,12,15,19.1
6,Medicaid/Home Health Care (Millions of Dollars),State,7,Rocky Mountains,Idaho,3,5,7,9,11,13,11,11,16,15,13,16,27,25,25,28,32,35,34,29,33,75,83,61,14.2
6,Medicaid/Home Health Care (Millions of Dollars),State,3,Great Lakes,Illinois,7,14,15,20,25,24,26,23,29,30,35,50,57,61,78,67,96,86,114,133,71,128,135,137,13.5
6,Medicaid/Home Health Care (Millions of Dollars),State,3,Great Lakes,Indiana,16,24,25,18,24,30,30,27,31,36,44,49,63,82,129,142,158,190,246,259,308,353,388,422,15.4
6,Medicaid/Home Health Care (Millions of Dollars),State,4,Plains,Iowa,8,11,11,15,22,25,28,29,30,29,36,40,53,54,54,65,73,81,87,93,97,127,158,199,14.8
6,Medicaid/Home Health Care (Millions of Dollars),State,4,Plains,Kansas,5,7,8,9,11,12,15,15,17,22,33,36,35,39,46,57,71,72,64,67,57,57,62,70,12.3
6,Medicaid/Home Health Care (Millions of Dollars),State,5,Southeast,Kentucky,38,43,48,48,54,61,59,68,92,96,98,94,90,100,112,137,137,147,145,132,128,155,202,245,8.4
6,Medicaid/Home Health Care (Millions of Dollars),State,5,Southeast,Louisiana,9,13,20,25,26,23,23,19,19,22,26,31,37,51,101,139,217,296,316,303,267,357,431,510,19.3
6,Medicaid/Home Health Care (Millions of Dollars),State,1,New England,Maine,10,13,14,15,15,17,18,20,18,12,11,11,44,47,38,55,51,53,52,54,82,85,89,98,10.2
6,Medicaid/Home Health Care (Millions of Dollars),State,2,Mideast,Maryland,19,32,46,62,82,83,101,122,126,133,146,159,199,209,225,194,211,217,198,223,295,301,325,403,14.1
6,Medicaid/Home Health Care (Millions of Dollars),State,1,New England,Massachusetts,139,165,189,189,218,223,272,294,297,339,442,568,669,681,742,754,868,1017,1214,1410,1657,1763,2086,2342,13.1
6,Medicaid/Home Health Care (Millions of Dollars),State,3,Great Lakes,Michigan,108,126,177,181,197,221,223,266,267,288,332,384,444,501,516,564,694,768,858,1015,929,855,1037,1218,11.1
6,Medicaid/Home Health Care (Millions of Dollars),State,4,Plains,Minnesota,48,69,90,85,96,111,139,143,158,180,207,244,244,347,416,514,594,686,872,907,1084,1193,1322,1364,15.7
6,Medicaid/Home Health Care (Millions of Dollars),State,5,Southeast,Mississippi,5,5,7,7,9,11,10,11,8,10,16,18,22,56,41,40,41,39,40,37,34,40,45,53,10.7
6,Medicaid/Home Health Care (Millions of Dollars),State,4,Plains,Missouri,11,13,20,29,43,63,77,68,58,74,152,208,226,237,267,278,308,367,439,474,540,589,640,684,19.8
6,Medicaid/Home Health Care (Millions of Dollars),State,7,Rocky Mountains,Montana,4,5,7,7,9,7,9,10,8,11,16,14,15,19,21,23,25,30,37,43,43,45,45,30,9.5
6,Medicaid/Home Health Care (Millions of Dollars),State,4,Plains,Nebraska,3,4,5,5,5,7,7,6,6,8,10,12,14,18,15,16,19,22,26,29,31,36,44,55,13.1
6,Medicaid/Home Health Care (Millions of Dollars),State,8,Far West,Nevada,3,5,7,6,5,6,7,8,12,13,16,26,42,59,70,84,96,109,102,118,125,134,137,211,20.3
6,Medicaid/Home Health Care (Millions of Dollars),State,1,New England,New Hampshire,2,3,4,4,5,5,5,5,6,8,8,10,11,11,11,11,11,11,14,15,18,23,21,36,12.3
6,Medicaid/Home Health Care (Millions of Dollars),State,2,Mideast,New Jersey,71,84,113,127,156,190,223,219,196,103,216,247,321,339,349,399,420,500,593,647,639,428,474,645,10.1
6,Medicaid/Home Health Care (Millions of Dollars),State,6,Southwest,New Mexico,3,4,5,5,6,8,8,8,8,21,66,101,129,159,165,194,225,213,222,235,224,229,233,296,22.3
6,Medicaid/Home Health Care (Millions of Dollars),State,2,Mideast,New York,1412,1596,1693,1659,1712,1692,1710,1698,1651,1906,2190,2413,3024,3503,3636,3888,4724,4946,5196,5452,5788,6296,5820,5247,5.9
6,Medicaid/Home Health Care (Millions of Dollars),State,5,Southeast,North Carolina,51,65,79,81,100,132,139,135,178,202,242,291,315,378,481,502,515,580,618,557,450,538,730,735,12.3
6,Medicaid/Home Health Care (Millions of Dollars),State,4,Plains,North Dakota,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,5,5,6,8,9,10,12,17,14.4
6,Medicaid/Home Health Care (Millions of Dollars),State,3,Great Lakes,Ohio,15,20,24,27,36,43,42,63,51,59,92,134,174,219,257,327,490,601,718,800,1061,1147,1176,1352,21.8
6,Medicaid/Home Health Care (Millions of Dollars),State,6,Southwest,Oklahoma,19,21,20,17,15,15,18,23,31,43,52,46,46,32,25,28,29,30,32,36,35,34,35,33,2.4
6,Medicaid/Home Health Care (Millions of Dollars),State,8,Far West,Oregon,3,4,6,10,19,29,37,22,16,14,16,22,22,33,25,60,77,100,50,82,42,105,131,172,19.1
6,Medicaid/Home Health Care (Millions of Dollars),State,2,Mideast,Pennsylvania,23,29,39,51,67,78,81,71,83,89,110,118,136,158,200,299,427,488,534,718,577,653,682,589,15.2
6,Medicaid/Home Health Care (Millions of Dollars),State,1,New England,Rhode Island,2,2,3,5,5,4,6,6,4,4,4,5,6,12,18,25,34,50,60,63,71,58,62,101,19.6
6,Medicaid/Home Health Care (Millions of Dollars),State,5,Southeast,South Carolina,6,6,7,8,11,13,13,12,13,12,18,13,13,16,26,45,55,63,77,92,95,102,116,140,14.3
6,Medicaid/Home Health Care (Millions of Dollars),State,4,Plains,South Dakota,1,1,1,1,1,1,1,1,0,0,1,1,2,2,3,5,5,6,9,10,10,10,10,13,14.3
6,Medicaid/Home Health Care (Millions of Dollars),State,5,Southeast,Tennessee,12,14,17,16,18,18,19,22,33,45,61,75,82,92,113,107,143,175,176,275,57,62,66,66,7.8
6,Medicaid/Home Health Care (Millions of Dollars),State,6,Southwest,Texas,116,129,169,189,218,249,344,466,515,541,675,790,920,839,923,1044,1111,1234,1555,2181,2296,1994,1965,2158,13.6
6,Medicaid/Home Health Care (Millions of Dollars),State,7,Rocky Mountains,Utah,2,2,3,3,5,4,2,4,6,5,6,8,14,20,25,25,28,32,33,35,38,43,62,72,17.9
6,Medicaid/Home Health Care (Millions of Dollars),State,1,New England,Vermont,3,4,4,5,5,6,8,12,18,12,14,16,18,19,28,38,43,43,49,55,56,65,74,76,15.4
6,Medicaid/Home Health Care (Millions of Dollars),State,5,Southeast,Virginia,8,9,7,6,7,8,8,7,8,9,10,14,18,19,32,41,57,65,70,79,89,88,126,132,12.7
6,Medicaid/Home Health Care (Millions of Dollars),State,8,Far West,Washington,12,14,23,41,62,71,88,76,84,105,138,173,202,240,276,313,389,457,474,540,571,598,637,806,20
6,Medicaid/Home Health Care (Millions of Dollars),State,5,Southeast,West Virginia,21,31,40,34,36,35,34,35,23,25,25,24,27,47,42,53,69,83,94,115,132,149,171,180,9.8
6,Medicaid/Home Health Care (Millions of Dollars),State,3,Great Lakes,Wisconsin,81,89,77,73,79,91,129,145,160,177,222,258,277,337,360,428,538,458,674,692,673,677,764,771,10.3
6,Medicaid/Home Health Care (Millions of Dollars),State,7,Rocky Mountains,Wyoming,1,1,1,1,2,2,2,2,2,2,3,3,4,4,4,4,5,5,6,8,8,8,9,9,13.4
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),United States,0,United States,,6043,6883,7721,8627,9700,10824,12222,14031,16647,19771,23375,27520,32233,35844,36530,19109,18334,19226,20340,20412,20953,21591,22434,27955,6.9
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),Region,1,New England,,354,402,435,520,600,623,706,843,984,1146,1330,1493,1636,1723,1785,784,720,902,886,936,827,941,980,1545,6.6
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),Region,2,Mideast,,1282,1372,1561,1792,2031,2298,2659,3306,4021,4693,5452,6444,7667,9014,9567,5579,5044,5501,6030,5668,5817,5423,6187,7309,7.9
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),Region,3,Great Lakes,,1048,1196,1262,1372,1523,1691,1824,2067,2114,2563,3087,3757,4351,4639,4933,2285,2110,2072,2409,3122,3373,4302,4629,5402,7.4
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),Region,4,Plains,,383,441,502,554,601,663,795,941,1144,1382,1593,1901,2043,2338,2425,1170,1146,1205,1276,1372,1443,1424,1426,1696,6.7
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),Region,5,Southeast,,1498,1752,1969,2177,2507,2822,3163,3484,4366,5066,6195,6942,8752,9753,9271,4544,4333,4406,4430,4016,4158,4382,4053,4996,5.4
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),Region,6,Southwest,,354,425,505,582,635,735,983,894,1077,1197,1472,1813,2210,2445,2635,1619,1807,1896,2081,2155,2303,2019,2192,2883,9.5
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),Region,7,Rocky Mountains,,110,120,137,159,179,212,239,293,340,412,495,534,616,620,732,395,396,419,409,401,419,417,426,684,8.3
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),Region,8,Far West,,1014,1175,1351,1472,1623,1779,1853,2203,2601,3312,3751,4635,4959,5313,5182,2735,2779,2824,2820,2742,2613,2681,2540,3441,5.5
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,5,Southeast,Alabama,86,112,135,153,167,178,168,204,230,280,316,379,427,477,462,292,290,297,319,303,302,279,282,304,5.6
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,8,Far West,Alaska,8,10,13,14,16,19,23,27,31,37,47,63,78,89,94,55,49,50,48,36,35,29,41,33,6.1
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,6,Southwest,Arizona,7,6,10,12,15,17,18,28,46,56,95,139,188,247,316,231,291,367,475,556,420,460,457,655,22
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,5,Southeast,Arkansas,66,65,64,71,83,95,109,121,148,167,196,244,279,316,351,207,205,200,205,179,160,146,168,180,4.4
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,8,Far West,California,802,938,1086,1121,1194,1308,1469,1729,2019,2553,2860,3606,3853,4045,3911,2044,2119,2149,2166,2016,1826,2020,1738,2289,4.7
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,7,Rocky Mountains,Colorado,45,47,54,64,76,95,110,131,153,186,212,239,268,235,308,155,180,200,179,162,184,170,194,400,9.9
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,1,New England,Connecticut,77,87,101,115,124,121,139,161,186,223,250,297,324,356,376,125,135,286,286,328,289,298,324,525,8.7
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,2,Mideast,Delaware,10,11,13,16,19,25,30,36,45,55,65,84,82,93,80,68,58,65,70,70,84,93,114,112,11.1
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,2,Mideast,District of Columbia,19,20,23,26,29,31,37,41,50,66,68,83,97,116,117,85,63,68,103,80,85,79,90,110,8
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,5,Southeast,Florida,301,362,412,480,559,657,771,743,925,1093,1216,1353,1693,1696,1706,587,576,571,578,576,642,851,869,976,5.2
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,5,Southeast,Georgia,164,175,196,220,247,270,288,333,395,497,644,596,823,926,751,455,297,265,266,199,271,297,329,439,4.4
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,8,Far West,Hawaii,20,21,26,37,50,46,27,31,41,50,64,74,79,91,93,47,45,47,56,69,74,67,101,154,9.3
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,7,Rocky Mountains,Idaho,16,19,21,25,29,35,38,47,57,71,88,94,106,119,122,72,62,59,64,61,48,46,60,81,7.3
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,3,Great Lakes,Illinois,213,301,299,316,402,427,471,524,588,660,745,1126,1296,1200,1551,516,687,604,858,1003,947,859,679,973,6.8
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,3,Great Lakes,Indiana,158,183,192,207,205,232,259,295,354,427,514,563,574,629,676,268,282,230,272,520,446,507,533,691,6.6
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,4,Plains,Iowa,73,77,81,92,94,99,111,130,142,166,202,235,272,290,315,160,133,143,124,103,122,120,112,144,3
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,4,Plains,Kansas,40,46,55,62,69,78,86,105,120,148,166,213,213,232,249,121,137,163,156,143,130,97,101,204,7.4
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,5,Southeast,Kentucky,120,150,168,184,207,237,276,244,312,402,491,520,542,627,552,352,313,337,365,329,337,287,142,306,4.2
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,5,Southeast,Louisiana,164,183,201,226,241,255,271,306,367,410,509,600,657,735,804,518,549,616,651,614,631,763,543,677,6.4
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,1,New England,Maine,42,46,52,57,63,75,82,98,115,143,153,172,200,191,184,104,97,112,86,80,59,73,62,73,2.4
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,2,Mideast,Maryland,89,99,108,124,139,161,187,219,243,264,324,376,493,563,610,301,357,414,368,419,575,488,421,553,8.3
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,1,New England,Massachusetts,176,205,208,261,311,308,344,429,485,534,650,715,748,750,750,358,310,325,312,315,263,366,340,693,6.1
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,3,Great Lakes,Michigan,232,227,242,285,314,363,365,435,240,370,476,497,548,637,575,303,292,245,252,276,396,739,902,923,6.2
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,4,Plains,Minnesota,88,94,101,92,99,122,190,219,279,341,412,510,491,559,625,298,287,306,342,346,426,414,399,454,7.4
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,5,Southeast,Mississippi,92,113,115,126,139,158,171,193,237,328,427,424,467,531,476,206,212,203,227,211,177,173,156,180,3
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,4,Plains,Missouri,120,156,194,225,242,243,274,335,410,502,547,663,779,947,890,406,409,421,487,598,606,599,628,639,7.6
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,7,Rocky Mountains,Montana,18,19,21,24,28,31,33,39,39,52,69,62,65,74,78,38,36,40,39,34,31,36,33,46,4.2
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,4,Plains,Nebraska,39,45,45,53,62,81,89,102,135,155,185,183,185,200,228,130,127,118,119,119,112,147,134,198,7.3
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,8,Far West,Nevada,11,13,14,16,19,22,23,31,41,56,63,93,116,129,121,79,73,73,87,73,85,72,75,162,12.2
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,1,New England,New Hampshire,16,19,22,25,31,35,38,46,57,67,76,74,89,97,95,45,42,45,51,35,35,35,28,44,4.5
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,2,Mideast,New Jersey,207,234,255,263,324,387,439,488,571,651,691,767,901,1087,1218,664,549,649,626,600,575,509,708,877,6.5
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,6,Southwest,New Mexico,26,30,31,38,41,48,52,67,99,94,123,151,197,206,183,78,67,91,104,97,121,125,130,198,9.2
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,2,Mideast,New York,639,649,722,820,928,1050,1214,1564,1909,2389,2793,3441,3995,4752,4954,3378,3006,3212,3721,3397,3197,2609,2945,3458,7.6
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,5,Southeast,North Carolina,130,144,164,191,247,301,347,399,549,677,826,896,1092,1211,1367,681,655,753,686,603,588,565,461,666,7.4
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,4,Plains,North Dakota,11,12,14,15,17,20,20,23,27,32,37,42,44,46,49,20,21,21,20,32,18,22,23,25,3.5
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,3,Great Lakes,Ohio,289,315,343,373,443,500,563,619,695,825,1047,1198,1451,1636,1603,980,660,643,677,1036,1271,1513,1774,2023,8.8
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,6,Southwest,Oklahoma,60,69,76,80,86,87,99,122,147,122,152,234,247,359,389,233,227,238,272,243,261,272,282,328,7.7
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,8,Far West,Oregon,57,64,78,115,141,152,65,82,110,147,200,229,180,197,193,106,99,105,102,161,204,142,231,389,8.7
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,2,Mideast,Pennsylvania,319,359,440,542,592,645,752,957,1204,1268,1511,1692,2099,2403,2589,1083,1011,1094,1143,1101,1300,1644,1909,2198,8.8
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,1,New England,Rhode Island,26,27,30,37,45,53,66,71,90,107,120,143,160,195,204,73,62,51,41,52,55,48,94,79,4.9
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,5,Southeast,South Carolina,74,80,93,108,118,137,157,187,247,296,327,369,493,528,520,249,255,240,225,218,314,317,365,376,7.3
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,4,Plains,South Dakota,11,12,14,16,18,21,24,27,31,39,43,53,59,64,69,34,31,33,29,31,28,25,28,32,4.8
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,5,Southeast,Tennessee,149,182,186,167,213,212,235,330,431,335,564,742,1301,1701,1223,430,467,419,419,334,332,382,371,412,4.5
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,6,Southwest,Texas,261,320,387,452,493,583,813,677,786,924,1103,1289,1578,1632,1747,1078,1222,1200,1231,1260,1500,1163,1323,1702,8.5
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,7,Rocky Mountains,Utah,23,28,33,37,37,40,45,60,72,80,99,106,136,151,187,103,97,94,101,124,138,146,120,138,8
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,1,New England,Vermont,17,18,21,24,27,32,36,38,50,72,81,91,115,134,175,79,73,85,109,125,127,122,131,132,9.3
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,5,Southeast,Virginia,104,123,156,157,180,221,253,274,355,396,458,571,680,692,708,297,281,266,275,249,211,169,241,273,4.3
7,Medicaid/Prescription Drugs and Other Non-durable Medical Products (Millions of Dollars),State,8,Far West,Washington,114,128,134,169,202,233,246,303,358,469,518,570,652,762,770,404,393,399,362,387,390,351,354,414,5.8
