OBJECTID,STATE,LEVEL_,DEFINITION,SOURCE,SOURCEDATE
190,VA,LEVEL III,"Level III trauma centers, through an organized trauma response, can provide prompt assessment, resuscitation, stabilization, emergency operations and also arrange for the transfer of the patient to a facility that can provide definitive trauma care. Level III centers should also take on responsibility for education and system leadership within their region.",http://www.vdh.virginia.gov/content/uploads/sites/23/2016/06/TraumaDesignationManual-1.pdf,2019-05-16T00:00:00.000Z
191,VT,LEVEL I,"No definitions or definition source provided by state, however the SOURCE shown in this table was used to discover trauma levels for the hospitals feature class, minus the definition.",http://www.healthvermont.gov/health-statistics-vital-records/health-care-systems-reporting/hospital-report-cards,2019-05-16T00:00:00.000Z
192,WA,LEVEL I,"No definitions or definition source provided by state, however the SOURCE shown in this table was used to discover trauma levels for the hospitals feature class, minus the definition.",https://www.doh.wa.gov/ForPublicHealthandHealthcareProviders/EmergencyMedicalServicesEMSSystems/TraumaSystem/TraumaDesignation,2019-05-16T00:00:00.000Z
193,WA,LEVEL II,"No definitions or definition source provided by state, however the SOURCE shown in this table was used to discover trauma levels for the hospitals feature class, minus the definition.",https://www.doh.wa.gov/ForPublicHealthandHealthcareProviders/EmergencyMedicalServicesEMSSystems/TraumaSystem/TraumaDesignation,2019-05-16T00:00:00.000Z
194,WA,LEVEL III,"No definitions or definition source provided by state, however the SOURCE shown in this table was used to discover trauma levels for the hospitals feature class, minus the definition.",https://www.doh.wa.gov/ForPublicHealthandHealthcareProviders/EmergencyMedicalServicesEMSSystems/TraumaSystem/TraumaDesignation,2019-05-17T00:00:00.000Z
195,WA,LEVEL IV,"No definitions or definition source provided by state, however the SOURCE shown in this table was used to discover trauma levels for the hospitals feature class, minus the definition.",https://www.doh.wa.gov/ForPublicHealthandHealthcareProviders/EmergencyMedicalServicesEMSSystems/TraumaSystem/TraumaDesignation,2019-05-17T00:00:00.000Z
196,WA,LEVEL V,"No definitions or definition source provided by state, however the SOURCE shown in this table was used to discover trauma levels for the hospitals feature class, minus the definition.",https://www.doh.wa.gov/ForPublicHealthandHealthcareProviders/EmergencyMedicalServicesEMSSystems/TraumaSystem/TraumaDesignation,2019-05-17T00:00:00.000Z
197,WA,LEVEL I PEDIATRIC,"No definitions or definition source provided by state, however the SOURCE shown in this table was used to discover trauma levels for the hospitals feature class, minus the definition.",https://www.doh.wa.gov/ForPublicHealthandHealthcareProviders/EmergencyMedicalServicesEMSSystems/TraumaSystem/TraumaDesignation,2019-05-17T00:00:00.000Z
198,WA,LEVEL II PEDIATRIC,"No definitions or definition source provided by state, however the SOURCE shown in this table was used to discover trauma levels for the hospitals feature class, minus the definition.",https://www.doh.wa.gov/ForPublicHealthandHealthcareProviders/EmergencyMedicalServicesEMSSystems/TraumaSystem/TraumaDesignation,2019-05-17T00:00:00.000Z
199,WA,LEVEL III PEDIATRIC,"No definitions or definition source provided by state, however the SOURCE shown in this table was used to discover trauma levels for the hospitals feature class, minus the definition.",https://www.doh.wa.gov/ForPublicHealthandHealthcareProviders/EmergencyMedicalServicesEMSSystems/TraumaSystem/TraumaDesignation,2019-05-17T00:00:00.000Z
200,WI,LEVEL I,"Hospital is characterized by capability to provide leadership and total care for every aspect of traumatic injury from prevention through rehabilitation, including research.",https://www.dhs.wisconsin.gov/trauma/classification.htm,2019-05-17T00:00:00.000Z
201,WI,LEVEL II,"Hospital provides the initial definitive trauma care regardless of the severity of injury, but differs from Level I in teaching and research capability.",https://www.dhs.wisconsin.gov/trauma/classification.htm,2019-05-17T00:00:00.000Z
202,WI,LEVEL III,"Hospital provides assessment, resuscitation, stabilization, and emergency surgery and arranges transfer to a Level I or II facility for definitive surgical and intensive care as necessary.",https://www.dhs.wisconsin.gov/trauma/classification.htm,2019-05-17T00:00:00.000Z
203,WI,LEVEL IV,Facility provides stabilization and advanced trauma life support prior to patient transfer to a Level I or II.,https://www.dhs.wisconsin.gov/trauma/classification.htm,2019-05-17T00:00:00.000Z
204,WI,UNCLASSIFIED,"Hospital has chosen not to be part of the Trauma Care System or has not been approved as a Level I, II, III or IV.",https://www.dhs.wisconsin.gov/trauma/classification.htm,2019-05-17T00:00:00.000Z
205,WV,LEVEL I,"A Level I center is a tertiary care facility central to the trauma care system. The center must provide leadership and total care for every aspect of injury, from prevention through rehabilitation.",http://www.wvoems.org/designation-and-categorization/trauma-designation/levels-of-designation,2019-05-17T00:00:00.000Z
206,WV,LEVEL II,"A Level II center is a facility that is also expected to provide initial definitive trauma care, regardless of the severity of injury. The Leve II center can be an academic institution or a public or private community facility.",http://www.wvoems.org/designation-and-categorization/trauma-designation/levels-of-designation,2019-05-17T00:00:00.000Z
207,WV,LEVEL III,"A Level III center is a facility which serves communities that do not have immediate access to a Level I or II institution. A Level III facility can provide prompt assessment, resuscitation, emergency operations, and stabilization and also arrange for possible transfers to a facility that can provide definitive trauma care.",http://www.wvoems.org/designation-and-categorization/trauma-designation/levels-of-designation,2019-05-17T00:00:00.000Z
208,WV,LEVEL IV,A Level IV center is a facility which provides advanced trauma life support prior to patient transfer in remote areas where no higher level of care is available. It is the de facto primary care provider.,http://www.wvoems.org/designation-and-categorization/trauma-designation/levels-of-designation,2019-05-17T00:00:00.000Z
209,WY,RTC,Regional Trauma Center (derived from ACS Level II). Able to initiate definitive care for all injured patients.,https://health.wyo.gov/wp-content/uploads/2016/04/91-18274_Facility_Trauma_desigation-1_2016.pdf,2019-05-17T00:00:00.000Z
210,WY,ATH,"Area Trauma Hospital (derived from ACS Level III).   Has demonstrated an ability to provide prompt assessment, resuscitation, surgery, intensive care and stabilization of injured patients and emergency operations.",https://health.wyo.gov/wp-content/uploads/2016/04/91-18274_Facility_Trauma_desigation-1_2016.pdf,2019-05-17T00:00:00.000Z
211,WY,CTH,"Community Trauma Hospital (derived from ACS Level IV). Has demonstrated an ability to provide advanced trauma life support (ATLS) prior to transfer of patients to a higher level trauma center.  It provides evaluation, stabilization, and diagnostic capabilities for injured patients.",https://health.wyo.gov/wp-content/uploads/2016/04/91-18274_Facility_Trauma_desigation-1_2016.pdf,2019-05-17T00:00:00.000Z
212,WY,TRF,"Trauma Receiving Facility (derived from ACS Level V). Provides initial evaluation, stabilization and diagnostic capabilities and prepares patients for transfer to higher levels of care.",https://health.wyo.gov/wp-content/uploads/2016/04/91-18274_Facility_Trauma_desigation-1_2016.pdf,2019-05-17T00:00:00.000Z
213,ID,LEVEL PEDIATRIC,"No definitions or definition source provided by state, however the SOURCE shown in this table was used to discover trauma levels for the hospitals feature class, minus the definition.",http://healthandwelfare.idaho.gov/Portals/0/Medical/LicensingCertification/AlphaHospital.pdf,2019-05-17T00:00:00.000Z
